ID,Question,A,B,C,D,Answer,Subject
61,计算在 300K 温度下 20.0 T 磁场中 13C 原子核的平衡极化。,10.8 x 10^-5,4.11 x 10^-5,3.43 x 10^-5,1.71 x 10^-5,D,college_chemistry
78,缓冲剂是由等浓度的弱酸及其共轭碱制成的。通过加水使缓冲溶液的体积加倍对其 pH 值有什么影响？,几乎没有影响。,显著增加 pH 值。,显著降低 pH 值。,将 pH 值渐近地变为酸的 pKa 值。,A,college_chemistry
95,下列原子中，哪个原子的电子亲和力最低？,F,Si,O,Ca,D,college_chemistry
98,假设谱线不重叠，估算二甲基亚硝氧化物 (CH3)2NO•溶液的 EPR 光谱中的谱线数。,21,3,7,24,B,college_chemistry
17,语言 {ww | w in (0 + 1)*} 符合以下哪一项描述？,不被任何图灵机接受,被某些图灵机接受，但不被下推自动机接受,被某些下推自动机接受，但并非不受上下文约束,不受上下文约束，但并非正则,B,college_computer_science
19,"假设 P 是一个程序，某些输入可以使用此程序来调用其自身（即递归）。如果 P 一定会终止，那么，以下哪项陈述必定是正确的？
I. P 具有局部变量。
II. P 具有一个不调用自身的执行通路。
III. P 要么引用一个全局变量，要么至少有一个参数。",只有 I,只有 II,只有 I 和 II,只有 II 和 III,D,college_computer_science
27,以下哪一种算法在最坏情况下的运行时间为 Θ(n^2)，平均运行时间为 Θ(n log n)？,冒泡排序,归并排序,堆排序,快速排序,D,college_computer_science
83,无饥饿任务调度策略保证所有任务都不会无限期地等待服务。那么，以下哪一项属于无饥饿任务调度策略？,轮询,优先队列,最短任务优先,最长任务优先,A,college_computer_science
13,一个大班将被分成几个团队，每个学生必须是一个团队的成员。然而，每个学生都有三个不喜欢的同学。学生之间的不喜欢不一定是相互的。若团队的规模不需要相等，则必须创建多少个团队，才能确保没有学生成为他们不喜欢的同学的队友？,4,7,10,13,B,college_mathematics
37,设 V 是所有 2 x 3 实数矩阵的实向量空间，设 W 是所有实 4 x 1 列向量的实向量空间。若 T 是从 V 到 W 的线性变换，T 子空间核的维数是多少？,2,3,4,5,A,college_mathematics
83,若有限群 G 包含一个 7 阶子群，但没有元素（除了恒等元）为其自身的逆，则 G 的阶可以是,27,28,35,37,C,college_mathematics
20,"下列哪种属于类固醇分子？
I. 睾酮
II. 甘油三酯
III. 孕酮
IV. DNA",仅 I,I、II 和 III,I 和 III,I、III 和 IV,C,college_medicine
26,在拍摄动作电影的场景时，音效师接到了改变枪声频率以更准确反映正常声速的任务。枪声从一名车内演员处发出，该车以时速 108 公里行驶，而在 200 米外的平台上，以 72 公里的时速行驶的同一方向的摄像机记录下了枪响。如果枪声的频率通常是 800Hz，那么摄像机记录枪声的感知频率是多少？,941 Hz,787 Hz,924 Hz,912 Hz,C,college_medicine
47,在政治辩论期间，一名观众激动地喊道：“领取福利的人都是懒汉”。观众的这种思维方式属于下列哪种：,偏见,歧视,民族优越感,冲突理论,A,college_medicine
126,当氧气不再提供给细胞时，下列哪种分子将首先停止产生？,草酰乙酸,丙酮酸,水,三磷酸腺苷,C,college_medicine
155,一位科学家使用小鼠模型来确定体内血液激素对高水平葡萄糖的反应，发现了一种以前未曾描述的新激素。根据他的数据，这种激素在执行功能时存在于细胞内外，增加细胞内核酸的数量，并来自一种含有四个羟基碳环的结构。这很可能被归类为哪种类型的激素？,酶,类固醇,肽,氨基酸,B,college_medicine
0,光子探测器的量子效率为 0.1。如果将 100 个光子依次送入探测器，探测器将检测到光子,平均 10 次，均方根偏差约为 4,平均 10 次，均方根偏差约为 3,平均 10 次，均方根偏差约为 1,平均 10 次，均方根偏差约为 0.1,B,college_physics
20,当高能电子轰击金属靶时，会产生特征 X 射线，在连续背景上呈现为清晰的线条。以下哪种过程会产生特征 X 射线？,产生切伦科夫辐射的电子,电子与金属中的声子碰撞,电子填充金属原子中产生的内壳空位,电子与质子结合形成中子,C,college_physics
22,"《远程定时攻击是实用的》（作者：Brumley 和 Boneh）中描述的 openSSL 实现使用了以下性能优化：中国余数 (CR)、蒙哥马利表示 (MR)、卡拉苏巴乘法 (KM) 以及重复平方和滑动窗口 (RS)。如果关闭列出的优化，以下哪个选项可以关闭本文中描述的定时通道攻击？
1. RS 和 KM
2. RS 和 MR",正确，正确,错误，错误,正确，错误,错误，正确,D,computer_security
28,假设您想在程序上使用模糊测试来尝试查找内存错误；以下哪项陈述是正确的？,您不应使用基于语法的模糊测试器，因为它遵守语法意味着它不会发现内存错误,使用地址清理器 (ASAN) 编译程序将使错误更难重现,使用地址清理器 (ASAN) 编译程序将使内存错误的来源更容易找到,模糊测试不会发现内存错误，它会发现崩溃和挂起,C,computer_security
50,使用 ____ 和 ______ 等编程语言开发的应用程序有这种常见的缓冲区溢出错误。,C，Ruby,Python，Ruby,C，C++,Tcl，C#,C,computer_security
68,1. _________ 框架使漏洞破解变得像点击一样简单。,.Net,Metasploit,Zeus,Ettercap,B,computer_security
7,电路中的升压变压器可以升高,电压,电能,两者都是,两者都不是,A,conceptual_physics
33,方程 E = mc^2 表明了能量,等于以光速的平方运动的质量。,等于运动的质量。,与质量有本质的不同。,与质量密切相关。,D,conceptual_physics
47,一只 0.8-N 的飞鼠以终端速度垂直下落时受到的空气阻力为,小于 0.8 N,0.8 N,大于 0.8 N,取决于其身体的方向,B,conceptual_physics
49,压缩弹簧的势能和带电物体的势能均取决于,对它们所做的功,运动,两者都是,两者都不是,A,conceptual_physics
99,夜晚时，沙子的温度比植被降得更快。与植被相比，沙子的比热容,更低,更高,大致一样,不知道,A,conceptual_physics
133,一束白光通过三棱镜，弯曲程度大于绿光的光是,红光,黄光,蓝光,这些都不是,C,conceptual_physics
159,月球终保持同一面对着地球，这证明月球绕着它的轴自转一圈大约需要,一天,一个月,一年,这些都不是，因为月球不绕轴旋转,B,conceptual_physics
177,一石块悬挂在称上，在水面上重 5 N，浸入水中重 3 N。那么石块受到的浮力是多少？,3 N,5 N,8 N,这些都不是,D,conceptual_physics
179,一个电容器每秒损失剩余电荷量的一半。如果 5 s 后它的电荷量为 q，那么它的初始电荷量是多少？,4q。,8q。,16q。,32q。,D,conceptual_physics
183,串联电路中连接的灯泡越多，电源中的电流会,增加,减少,保持不变,这些都不是,B,conceptual_physics
220,爱因斯坦发现，空间和时间,是独立的实体。,是一个整体的一部分。,遵循平方反比定律。,对太空旅行者来说非常特别。,B,conceptual_physics
229,载流导线周围的磁场线形成,圆形,径向线,涡流,能量环,A,conceptual_physics
15,"关于 ARCH(q) 和 GARCH(1,1) 模型的比较，下列哪个陈述是正确的？

i) ARCH(q) 模型可能是更简约的


ii) ARCH(q) 模型更有可能违反非负性约束


iii) ARCH(q) 模型允许无穷多个平方回报的前滞后项

影响当前的条件方差


iv) GARCH(1,1)模型通常足以捕获条件方差中的所有依赖关系

",仅 (ii) 和 (iv),仅 (i) 和 (iii),仅 (i)、(ii) 和 (iii),仅 (i)、(ii)、(iii) 和 (iv),A,econometrics
42,对于 VAR，下列哪项陈述是正确的？,系数估计有直观的理论解释,对于给定方程中给定变量的所有滞后，系数估计通常具有相同的符号,VAR 通常比联立方程结构模型做出更好的预测,VAR 的所有组成部分必须是平稳的，才能用于预测,C,econometrics
58,若 Durbin Watson 统计量的值接近于零，则一阶自相关系数的值将是多少？,接近于零,接近于 +1,接近于 -1,接近于 -1，或接近于 +1,C,econometrics
88,以下哪一项不是功能形式错误设定的例子？,当 y 作为 x 的平方的函数缩放时，使用线性设定,当双对数模型更合适时，使用线性设定,在 y 实际上是 1/x 的函数时，将 y 建模为 x 的函数,从线性回归模型中排除相关变量,D,econometrics
92,"下列哪项可能产生自相关残差？

i) 因变量对自变量值变化的反应慢

ii) 因变量对自变量变化的过度反应

iii) 遗漏自相关的相关解释变量

iv) 数据中的异常值",仅 (ii) 和 (iv),仅 (i) 和 (iii),仅 (i)、(ii) 和 (iii),(i)、(ii)、(iii) 和 (iv),C,econometrics
96,请注意，回答此问题不需要统计表。对于 1000 个观测值的样本，Dickey-Fuller 检验统计量值为,比正态分布左侧尾部的负性更大（即绝对值更大）,比正态分布左侧尾部的负性更小（即绝对值更小）,由 Dickey-Fuller 分布密度的解析公式得到,10% 大小的检验比 5% 的检验负性更大（即绝对值更大）。,A,econometrics
27,电力驱动正变得越来越受欢迎，因为,以下全部。,它提供平滑且容易的控制。,它的成本更便宜。,它简单可靠。,A,electrical_engineering
75,在电阻焊中，电极材料应具有,更高的导电性。,更高的导热系数。,足够的强度在高温下承受高压。,以上都是。,D,electrical_engineering
132,在 8085 中，16 位寄存器的名称是,栈指针。,程序计数器。,A 和 B。,以上都不是。,C,electrical_engineering
140,若一个特定网络中的所有元素都是线性的，则叠加定理成立的条件是：励磁为,仅 DC,仅 AC,AC 或 DC,一个脉冲,C,electrical_engineering
9,求出 5.04/0.7 的商,0.72,0.702,10.0571,7.2,D,elementary_mathematics
39,假设 12-9+c=12。下面的哪个 c 值能使方程成立？,0,3,9,12,C,elementary_mathematics
60,求 4/7 + 2/7。,14-Jun,Aug-49,14/28,7-Jun,D,elementary_mathematics
140,一家冰淇淋店一天卖出 48 杯香草奶昔，这占当天奶昔总销量的 40%。那天冰淇淋店售出的奶昔总数是多少？,60,72,100,120,D,elementary_mathematics
156,数字模式 5、20、35、50、65……遵循一种跳数规则。哪个数字模式遵循相同的规则？,5、20、25、30、35……,13、18、23、28、33……,12、27、42、57、72……,15、30、40、55、65……,C,elementary_mathematics
163,求解 18.5 加仑/ m 加仑 = 3.60 加仑/7.5 加仑。如果需要，四舍五入到最近的百分位。,8.86,42.25,32.54,38.44,D,elementary_mathematics
184,哪一对表达式对于任何大于零的变量值都是等价的？,3(x+2) 和 3x+2,4d+ 2e 和 8d+e,f+f+f+g 和 3fg,b+b+3c 和 2b+ 3c,D,elementary_mathematics
238,"除法 7,285 ÷ 4","1,801","1,801 R1","1,821","1,821 R1",D,elementary_mathematics
329,解方程 6.73 = z/7.74。检查你的答案。,52.0902,1.0112,−1.0102,51.5902,A,elementary_mathematics
355,哪个说法是正确的？,5 × 2 的乘积是偶数，因为两个因数都是偶数。,4 × 4 的乘积是奇数，因为两个因数都是偶数。,2 × 7 的乘积是偶数，因为两个因数都是奇数。,5 × 3 的乘积是奇数，因为两个因数都是奇数。,D,elementary_mathematics
93,找出以下条件命题的前件：当大学提高学费时，要么是州长赞成的，要么是董事会建议的。,大学提高学费。,州长赞成。,董事会阻止。,董事会没有阻止。,A,formal_logic
95,"为以下论证构建一个完整的真值表。然后利用真值表确定该论证是有效还是无效。如果论证无效，则选择一个代表反例的选项。（也可能有其他反例。）
~S ∨ T
~S · U
~T ∨ U / T · U",有效,无效。当 S、T 和 U 为真时的反例,无效。当 S 和 U 为真而 T 为假时的反例,无效。当 U 为真而 S 和 T 为假时的反例,D,formal_logic
109,"为以下命题对构建一个完整的真值表。然后利用真值表，确定这些陈述是逻辑上等价的还是矛盾的。如果既不等价也不矛盾，则确定它们是一致还是不一致的。请为你的回答说明理由。
~(J ∨ K) · L and (L ⊃ J) · K",逻辑等价,矛盾,既不是逻辑上等价也不矛盾，但一致,不一致,D,formal_logic
75,在数周 3TC 治疗期间，患者的 HIV 病毒群体完全为 3TC 耐药病毒。此结果的最佳解释是什么？,HIV 可改变其表面蛋白，并抵抗疫苗。,患者必然为再次感染 3TC 耐药病毒。,HIV 为应对药物，开始生成耐药的逆转录酶。,治疗开始时已经存在少量耐药病毒，自然选择增加这种病毒的频率。,D,high_school_biology
195,相同物种的一群鹈鹕因迁徙失败而彼此分离，150 年后其亲属团聚，但发现它们无法生育后代。这是以下哪项的示例,异域种化。,同域种化。,遗传漂变。,基因流。,A,high_school_biology
196,如果两个现代生物在进化意义上亲缘关系较远，那么可以预期的是,它们生活的栖息地差异很大。,它们之间的同源结构应该比两个亲缘关系更密切的生物同源结构更少。,它们的染色体应该非常相似。,它们有最近共同祖先。,B,high_school_biology
219,并未在碳水化合物中发现的氨基酸特征是存在,碳原子,氧原子,氮原子,氢原子,C,high_school_biology
228,蒸腾是水的特殊性质产生的结果。以下哪项不是水的特殊性质,内聚力,粘附力,毛细作用,疏水性,D,high_school_biology
231,以下哪项是自然选择可改变的最小单位？,一个物种的基因频率,一个种群的基因频率,一个个体的基因组,一个个体的基因型,B,high_school_biology
265,以下哪一种不是种间相互作用的形式？,偏利共生,演替,互利共生,寄生,B,high_school_biology
6,代表性元素的单原子离子通常,非常易溶,高电负性,与惰性气体等电子,高度着色,C,high_school_chemistry
70,PCl3(g) + Cl2(g) ↔ PCl5(g) ΔH = -92.5 kJ/mol 上述反应可以通过以下哪种方式生成更多产物？,降低 PCl3 的浓度,增加压强,提高温度,以上都不是,B,high_school_chemistry
84,溶液的形成通常可以被视为一个三步过程。步骤 1，将溶剂分子彼此分开以为溶质留出空间。步骤 2，将溶质分子分开以便它们能适应溶剂中的空间。步骤3，将分开的溶质和溶剂结合在一起，填充空间。关于上面所涉及的能量，下列哪个陈述是正确的？,步骤 1 和 2 是放热的，步骤 3 是吸热的。,步骤 1 和步骤 2 是吸热的，步骤 3 是放热的。,所有三个步骤都是放热的。,所有三个步骤都是吸热的。,B,high_school_chemistry
129,现有 12.0 M 的硫酸储备溶液。在混合之前，使用该储备溶液和水配制 100. mL 4.0 M 硫酸的最佳步骤是什么？,向烧瓶中加入 33.3 mL 的水，然后加入 66.7 mL 的 12.0 M 酸。,向烧瓶中加入 33.3 mL 的 12.0 M 酸，然后用 66.7 mL 水稀释。,向烧瓶中加入 67.7 mL 的 12.0 M 酸，然后用 33.3 mL 水稀释。,向烧瓶中加入 67.7 mL 的水，然后加入 33.3 mL 的 12.0 M 酸。,D,high_school_chemistry
154,需要 26.3 mL 0.122 M KOH 来中和 0.682 克一元弱酸的摩尔质量是多少？,212 g mol-1,4.70 g mol-1,147 g mol-1,682 g mol-1,A,high_school_chemistry
9,"在 Python 3 中，如果 tuple = ( 'abcd', 786 , 2.23, 'john', 70.2 )，print tuple[0] 的输出是什么？","( 'abcd', 786 , 2.23, 'john', 70.2 )",abcd,错误,以上都不是。,B,high_school_computer_science
22,在 Python 3 中，以下哪个是向下除法？,/,//,%,|,B,high_school_computer_science
32,"程序员编写了以下代码段来显示名为数字的列表中所有元素的平均值。列表中始终至少有一个数字。
 第 1 行：count ← 0
 第 2 行：sum ← 0
 第 3 行：FOR EACH value IN numbers
 第 4 行：{
 第 5 行：count ← count + 1
 第 6 行：sum ← sum + value
 第 7 行：average ← sum / count
 第 8 行：}
 第 9 行：DISPLAY (average)

 程序员希望减少程序运行时执行的操作数。哪种更改会导致执行的操作数减少的正确程序？",交换第 1 行和第 2 行,交换第 5 行和第 6 行,交换第 6 行和第 7 行,交换第 7 行和第 8 行,D,high_school_computer_science
88,"假设 l = [1,2,2,3,4]，那么 在 Python3 中，set(l) 的可能输出是什么？",{1},"{1,2,2,3,4}","{1,2,3,4}","{4,3,2,2,1}",C,high_school_computer_science
98,"本问题涉及以下信息。
尽管国王陛下是且理应是英格兰国教的最高领袖，也理应得到全国神职人员的认可，然而，为了证实和确认这一点，为了在英格兰国教中增加基督信仰的美德，为了压制和根除迄今在英格兰国教中使用的一切错误、异端邪说和其他罪恶和滥用，无论是否由本届国会授权制定，国王、我们的最高统治者、他的继承人和继承者、这个王国的国王，将被认作、接受并被尊为英格兰教会（即圣公会）在地球上唯一的最高元首；并应拥有和享受附属于本王国的帝国王冠及其头衔和样式，以及属于和附属于同一教会最高元首的上述尊严的一切荣誉、尊严、卓越、管辖权、特权、权力、豁免、利润和商品；我们的君主、他的继承人和继承者、这个王国的国王，将有充分的权力和权威随时访问、压制、矫正、记录、命令、纠正、限制和修改所有这样的错误、异端邪说、滥用、冒犯、蔑视和暴行，无论它们是什么，其中根据任何形式的属灵权威或管辖权，它们应该或可以合法地改革、压制、命令、矫正、纠正、限制或修改，以最大程度地取悦全能的上帝，增加基督宗教的美德，并维护这个领域的和平、团结和安宁；尽管有任何用法、外国土地、外国当局、规定或任何其他与本协议相反的规定。
英国议会，《至尊法案》，1534 年
这篇文章可以用来证明以下当时哪个历史趋势？",王权的巩固,天主教会权力的增强,贵族越来越虔诚,大众日益增长的宗教信仰,A,high_school_european_history
123,"本问题涉及以下信息。
以下内容节选自一本小册子。
你要替我主持公道，记住，我一向坚决支持每个人有发表自己意见的权利，不管这种意见与我的意见有多么不同。凡是否认别人有这种权利的人，会使他自己成为现有意见的奴隶，因为他自己排除了改变意见的权利。
对付各种错误最强大的武器是理性。我从来没有使用过其他的武器，我相信我永远也不会使用。
现在法国已经完全废除了整个国家的教士制度，废除了与强制性的宗教制度和强制性的信条有关的一切，这种情况不仅促使我产生了这样的意图，而且使我非常有必要进行这样的工作，以免我们在迷信、虚假的政府制度和虚假的神学的普遍毁灭中，失去了道德、人性和真正的神学。
我只相信一个上帝，没有别的；我希望今生幸福。
我相信人的平等；我相信宗教的责任在于公正、仁爱和努力使我们的同胞幸福。
我不相信犹太教会、罗马教会、希腊教会、土耳其教会、新教教会，以及我所知道的任何教会所宣称的信条。我自己的思想就是我自己的教堂。
在我看来，所有国家的教会机构，无论是犹太教的、基督教的还是土耳其的，都只不过是人类的发明，它们的建立是为了恐吓和奴役人类，垄断权力和利益。
我发表这一声明，并不是要谴责那些持不同观点的人；他们和我一样有信仰的权利。
——托马斯·潘恩，《理性时代》，1794-1795 年
潘恩在最后一句中批评迫害的陈述，最有可能受到以下哪一项的影响？",洛克和卢梭提出的法律公平和个人权利的新概念,欧洲人通过贸易和旅行对丰富的文化多样性有了更深入的了解,以牛顿数学定律的发现为基础的确定性机械宇宙的新概念,挑战罗马天主教会对真理的垄断,B,high_school_european_history
133,"本问题涉及以下信息。
尽管国王陛下是且理应是英格兰国教的最高领袖，也理应得到全国神职人员的认可，然而，为了证实和确认这一点，为了在英格兰国教中增加基督信仰的美德，为了压制和根除迄今在英格兰国教中使用的一切错误、异端邪说和其他罪恶和滥用，无论是否由本届国会授权制定，国王、我们的最高统治者、他的继承人和继承者、这个王国的国王，将被认作、接受并被尊为英格兰教会（即圣公会）在地球上唯一的最高元首；并应拥有和享受附属于本王国的帝国王冠及其头衔和样式，以及属于和附属于同一教会最高元首的上述尊严的一切荣誉、尊严、卓越、管辖权、特权、权力、豁免、利润和商品；我们的君主、他的继承人和继承者、这个王国的国王，将有充分的权力和权威随时访问、压制、矫正、记录、命令、纠正、限制和修改所有这样的错误、异端邪说、滥用、冒犯、蔑视和暴行，无论它们是什么，其中根据任何形式的属灵权威或管辖权，它们应该或可以合法地改革、压制、命令、矫正、纠正、限制或修改，以最大程度地取悦全能的上帝，增加基督宗教的美德，并维护这个领域的和平、团结和安宁；尽管有任何用法、外国土地、外国当局、规定或任何其他与本协议相反的规定。
英国议会，《至尊法案》，1534 年
从这段话及其历史背景来看，人们可以推断该法案在某种程度上是",试图阻止新教在英国的传播,解决亨利八世的财政困难,试图使亨利八世唯一的继承人合法化,试图让英格兰与神圣罗马帝国结盟,B,high_school_european_history
151,哪个国家讲巴斯克语的人最多？,丹麦,芬兰,卢森堡,西班牙,D,high_school_geography
189,大不列颠的气候比同纬度的大多数其他地方温和，原因是什么？,湾流将温暖的海水带到大不列颠，提高了吹到岛上的风的温度。,遍布全国的温泉提高了周围土地和空气的温度。,大不列颠北部的山脉阻挡了从北极吹来的寒风。,小块陆地产生自己的局部气候，基本上不受纬度的影响。,A,high_school_geography
43,"假设存款准备金率为 10%。如果美国联邦储备委员会 (FED) 在公开市场操作中出售价值 2,900 万美元的政府证券，那么货币供应量会",增加 290 万美元。,减少 290 万美元。,增加 2.9 亿美元。,减少 2.9 亿美元。,D,high_school_macroeconomics
45,假设转移支付大于社会保障缴款、公司税和留存收益的总和。在这种情况下，,NDP 将大于 GDP。,NI 将大于 GDP。,PI 将大于 NI。,DPI 将大于 PI。,C,high_school_macroeconomics
61,政府使用以下哪项来衡量通货膨胀？,GNP,URL,CPI,FED,C,high_school_macroeconomics
88,一家公司想在国外市场上抢占市场份额，可以采取的策略是,提高其产品价格。,说服政府对产品征收进口关税。,说服政府对产品实行配额制。,倾销。,D,high_school_macroeconomics
121,经济中的自动稳定器在……方面发挥着重要作用。,延长商业周期,平衡预算,增加预算盈余,减轻经济衰退的影响,D,high_school_macroeconomics
123,为了使经济更接近充分就业，中央银行决定必须提高联邦基金利率。适当的公开市场操作是______，这将______货币供应量，______总需求，并抑制______。公开市场操作     货币供应量     总需求     抑制,购买债券     增加     增加     失业,购买债券     增加     增加     通货膨胀,出售债券     减少     减少     失业,出售债券     减少     减少     通货膨胀,D,high_school_macroeconomics
168,以下哪项不会使总需求曲线移动？,消费者信心的变化。,技术的变化。,货币供应量的变化。,州政府支出的变化。,B,high_school_macroeconomics
241,“挤出”效应是……的结果。,紧缩性财政政策导致利率下降,扩张性财政政策导致利率上升,扩张性货币政策导致利率上升,扩张性货币政策导致失业率上升,B,high_school_macroeconomics
264,以下哪项会限制中央银行实施扩张性货币政策的能力？,货币需求几乎完全具有弹性。,投资需求几乎完全具有弹性。,银行利用所有超额准备金发放贷款。,家庭持有的现金很少，他们将钱存放在支票和储蓄存款中。,A,high_school_macroeconomics
306,短期菲利普斯曲线说明了 ____ 和 ____ 之间的 ____ 关系。,价格水平 利率 负相关,利率 私人投资 负相关,通货膨胀率 失业率 负相关,价格水平 实际 GDP 正相关,C,high_school_macroeconomics
315,玉米在竞争性市场上进行交换。以下哪项肯定会提高玉米的均衡价格？,供给和需求曲线均向右移动。,供给和需求曲线均向左移动。,供给曲线向右移动；需求曲线向左移动。,供给曲线向左移动；需求曲线向右移动。,D,high_school_macroeconomics
317,以下哪项是美联储用来增加货币供应量的工具？,降低贴现率。,向商业银行出售国库券。,提高存款准备金率。,降低个人所得税率。,A,high_school_macroeconomics
329,滞胀是……的结果。,总供给曲线左移,总需求曲线左移,总供给和总需求曲线都左移,总供给曲线右移,A,high_school_macroeconomics
353,GDP 是衡量一个国家的 I. 生产水平。稳定性。III. 收入水平。,仅 I。,仅 II。,仅 III。,I 和 III。,D,high_school_macroeconomics
381,M1 和 M2 的区别在于，,M1 是第一抵押，而 M2 是第二抵押。,M2 是 M1 加上流动性更强的资产。,M2 包括储蓄存款。,M1 比 M2 大。,C,high_school_macroeconomics
71,\frac{-\frac{18}{7}}{-\frac{6}{5}} 是什么？,\frac{7}{15},\frac{15}{7},\frac{15}{8},\frac{15}{11},B,high_school_mathematics
201,袋子里有 4 个红色弹珠和 6 个蓝色弹珠。选择一个弹珠且不再放回，然后选择第二个。两个弹珠颜色相同的概率是多少？,\frac{1}{8},\frac{8}{15},\frac{1}{15},\frac{7}{15},D,high_school_mathematics
