ID,Question,A,B,C,D,Answer,Subject
52,“严格二叉树”是一种每个非叶节点都有两个子节点的二叉树。假设有一类严格二叉树的 c > 0，即，对于此类别中的任何树而言，任意两条根到叶通路的长度之比均以 c 为上界。那么，如果 N 是树中的节点数量，且 N > 1，以下哪一项能够最准确地描述此类别中任何树的高度 h 的特征？,h <= log2(N),h = 1/c * log2(N),h < c log2(N),h > c log2(N),C,college_computer_science
55,"假设任何赋值语句均可在单位时间内执行完毕。如果尽可能使用许多同样的处理器，那么，执行赋值 
A := B + C
B := A - B
C := A * E
D := A/F
E := B - C
F := A + B
 时，最少需要多少个时间单元才能达到与按所示顺序执行赋值时相同的结果？",1,2,3,4,C,college_computer_science
78,缓存内存的命中率是指在缓存中找到数据的存取（读和写）次数百分比。直写策略是指每次写操作都会更新主内存。回写策略是指在从缓存中清除行之前，对缓存中的行执行写操作不会影响主内存。而写分配策略则是指在写失效时分配并加载缓存行。那么，如果假定始终使用写分配，以下哪一项陈述是正确的？,回写的命中率往往高于直写。,直写的命中率往往高于回写。,对于回写而言，导致主内存操作的写操作占比永远不会大于直写的相应占比。,对于直写而言，导致主内存操作的写操作占比永远不会大于回写的相应占比。,C,college_computer_science
5,"设 (Z_{10} , +, x) 是以 10 为模的整数环，设 S 是 Z_{10} 的子集，表示为 {0, 2, 4, 6, 8}。以下哪项陈述为假？","在加法模 10 下，(S, +, x) 闭合。","在乘法模 10 下，(S, +, x) 闭合。","在加法模 10 下，(S, +, x) 有一个恒等元。","在乘法模 10 下，(S, +, x) 没有恒等元。",D,college_mathematics
15,"设 K 是 R^n 的非空子集，其中 n > 1。以下哪项陈述一定为真？
I. 若 K 为紧集，则在 K 上定义的每个连续实值函数都是有界的。
II. 若在 K 上定义的每个连续实值函数都是有界的，则 K 是紧集。
III. 若 K 是紧集，则 K 是连通的。",仅 I,仅 II,仅 III,仅 I 和 II,D,college_mathematics
18,对于非常弱的碱，溶液的 pKb 值可能是：,等于 pOH,高于 pOH,低于 pOH,在 25ºC 时接近 7,B,college_medicine
29,人类常见的一种心脏缺陷是室间隔缺损，即左、右心室之间的隔膜有一个孔。如果一名患者有这种缺陷，那么下列哪个陈述正确？,左心房中的氧气含量会较低。,右心室中的二氧化碳 (CO2) 含量会较高。,右心房中的氧气含量会较低。,右心室中的氧气含量会较高。,D,college_medicine
91,什么类型的共价键连接蛋白质中的氨基酸？,肽键,氢键,离子键,糖苷键,A,college_medicine
119,密码子由什么组成？,mRNA 或 DNA 中核苷酸碱基的三联体序列。,mRNA 或 DNA 中核苷酸碱基的四联体序列。,多肽链中氨基酸的三联体序列。,DNA 中脱氧核糖的三联体序列。,A,college_medicine
140,"有丝分裂必须经过五个阶段才能使细胞正常分裂。将有丝分裂阶段与其相应的成分配对：
前期 - 核仁溶解",中期 - 形成两个不同的核膜,细胞质分裂 - 将姐妹染色单体分离到它们各自的极点,末期 - 形成赤道板,后期 - 分离细胞质和细胞器,A,college_medicine
43,均匀固体圆盘从静止开始，沿斜面滚动而不滑动。一段时间后，圆盘总动能中有多少部分是旋转动能？,1/4,1/3,1/2,2/3,B,college_physics
80,"太阳表面的温度接近 6,000 K，它发出的黑体（普朗克）光谱在 500 纳米附近达到最大值。对于表面温度接近 300 K 的物体，热谱在什么波长下会达到最大值？",1000 皮米,100 皮米,10 纳米,100 纳米,A,college_physics
81,考虑氢中 n = 4、l = 1 状态的电子。以下哪种最终状态无法通过允许的过渡达到？,n = 3，l = 2,n = 3，l = 1,n = 3，l = 0,n = 2，l = 0,B,college_physics
36,数字签名需要,私钥系统,共享密钥系统,公钥系统,所有,C,computer_security
45,在某一给定的温度下，在氢气、氧气和氮气的混合气体中，分子平均速度最大的气体是,氢气。,氧气。,氮气。,三种气体的分子平均速度相同。,A,conceptual_physics
59,范德格拉夫起电机球壳内的电场为零，只要球壳,带电,不带电,两者其一,两者都不是,C,conceptual_physics
120,热对流主要涉及,辐射能,流体,绝缘体,这些都是,B,conceptual_physics
143,池塘底部的压强不取决于,重力加速度。,水的密度。,池塘的深度。,池塘的表面积。,D,conceptual_physics
200,卫星受到的引力大小是恒定的，只要它的轨道是,抛物线状的,环形的,椭圆形的,这些都是,B,conceptual_physics
110,假设对 100 家独立的公司进行检验，以确定其中有多少公司使用Jensen 型回归来“击败市场”，结果发现有 3 家基金经理显著地做到了这一点。这是否意味着股市效率低下的初步证据？,是,否,要回答此问题，你需要检验在此市场上交易的每一位基金经理,问题中没有提供足够的信息来得出关于市场效率的结论。,B,econometrics
21,一根长 30 厘米、直径 3 厘米的螺线管用 1000 圈携带 10 安培电流的导线缠绕，其磁场中储存的能量为,0.015 焦耳。,0.15 焦耳。,0.015 焦耳。,1.15 焦耳。,B,electrical_engineering
23,在所有直流电机情况下，下列哪一种绕组是必要的？,闭合绕组,叠绕组,波绕组,开式绕组,A,electrical_engineering
30,最低临界频率是由于极点，它可能出现在原点或更接近原点，则网络类型是,LC。,RL。,RC。,以上任一。,C,electrical_engineering
107,温度变化是,数字量,模拟量,数字或模拟量,都不是,B,electrical_engineering
23,Mark 收集邮票。他有 22 张来自日本的邮票，34 张来自加拿大的邮票，17 张来自墨西哥的邮票。他一共有多少张邮票？,53,63,73,83,C,elementary_mathematics
36,当 n = 11 时，10 - (n + 6) 的值是多少？,–7,5,7,27,A,elementary_mathematics
45,如果 3 罐梨的价格是 2.37 美元。你能用 9.48 美元买多少罐梨？,3 罐,12 罐,36 罐,13 罐,B,elementary_mathematics
50,Keiko 花了一天时间观察鸟，而且上午数的鸟比下午多 34 只。如果她一共数到了 76 只鸟，那么下午她数到了几只？,21 只鸟,40 只鸟,42 只鸟,84 只鸟,A,elementary_mathematics
117,一个水箱能装 50 加仑。在 20 秒内装满水箱所需的流速是多少（单位是加仑每秒）？,0.4,2.5,16.7,70,B,elementary_mathematics
168,Erin 做了 12 品脱果汁。她每天喝 3 杯果汁。Erin 需要多少天才能喝完她做的所有果汁？,2 天,4 天,8 天,9 天,C,elementary_mathematics
228,解方程式 −47 = g + 24。,−71,−23,23,71,B,elementary_mathematics
251,解方程式 x + 71 = −22。,−93,−49,49,93,A,elementary_mathematics
257,Fisher 女士用 (6 × 8) × 12 这个表达式来表示学生的艺术项目所需的马克笔的总数。哪个表达式等于 Fisher 女士使用的表达式？,6 + (8 + 12),6 + (8 × 12),6 × (8 + 12),6 × (8 × 12),D,elementary_mathematics
316,一个角经过一个圆的 3/4，这个角是多少度？,34°,43°,75°,270°,D,elementary_mathematics
15,选择最佳的谓词逻辑翻译。有些消防员（Dx：x 是危险；Fx：x 是消防员；Vx：x 是受害者；Rxyz：x 将 z 中救出）,(∃x){Fx • (∀y)[Dy ⊃ (∃z)(Vz • Rxyz)]},(∃x){Fx • (∃y)[Vy • (∃z)(Dz • Rxyz)]},(∃x){Fx • (∃y)(∃z)[(Vy • Dz) • Rxzy]},(∀x){Fx ⊃ (∃y)[Vy . (∃z)(Dz • Rxyz)]},B,formal_logic
43,"为以下命题对构建一个完整的真值表。然后利用真值表，确定这些陈述是逻辑上等价的还是矛盾的。如果既不等价也不矛盾，则确定它们是一致还是不一致的。请为你的回答说明理由。
~O ⊃ P and O ∨ P",逻辑等价,矛盾,既不是逻辑上等价也不矛盾，但一致,不一致,A,formal_logic
5,以下哪项最可能作为细胞有丝分裂的示例？,肌肉组织的横断面,花粉囊的横截面（花产生花粉的部位）,茎尖的纵切面,叶的横断面,C,high_school_biology
43,许多人类基因的 DNA 序列与黑猩猩相应基因的序列极其相似。这一结果最可能的原因是,人类和黑猩猩有一个相对最近共同祖先。,人类是从黑猩猩进化而来的。,黑猩猩是从人类进化而来的。,趋同进化导致了 DNA 相似性。,A,high_school_biology
181,以下哪种说法是自然选择的推论？,一个种群的后代中，具有更可能成功性状的个体占比应更多。,单个生物在其一生中发生进化。,栖息地一般没有无限资源。,自然种群倾向于以完整生物潜力进行繁殖。,A,high_school_biology
253,血红蛋白是一种与 O2 和 CO2 结合的分子。O2 和 CO2 浓度之间存在别构关系。血红蛋白对 O2 的亲和力,随血液 pH 值降低而降低,随 H + 浓度增加而增加,在运动肌肉组织中增加,随 CO2 浓度降低而降低,A,high_school_biology
269,新墨西哥州的图拉罗萨盆地是黑色熔岩，周围是浅色沙质沙漠。口袋鼠栖息在这两个区域。深色口袋鼠栖息在熔岩区域，而浅色口袋鼠栖息在沙漠中。关于这种情况，以下哪种说法是正确的？,小鼠的这两种变种来自最近共同祖先。,最初为一个小鼠种群，由于突变，分化为两个物种。,选择有利于一些表型而不不利于其他表型。,最初小鼠均为深色。随着熔岩分解成沙子，一些小鼠的颜色产生变化，因为变化后颜色在这种环境中受有利。,C,high_school_biology
20,S(s) + O2(g) → SO2(g),S(s) 或 O2(g) 将被完全耗尽,由于方程两边各有一摩尔气体，Q 值必须接近 1.0,该反应将完全进行,添加 O2 会改变平衡常数,B,high_school_chemistry
32,有许多实验可以测定气体的分子质量。一种方法是通过加热烧瓶中的固体或液体来产生气体产物。气体通过一根管子，置换出倒置的装满水的瓶子中的水。测量起始材料的质量，以及置换水的体积和系统的温度。倒置的充水瓶中的压力等于外界压力。记录气压后，还需要什么信息来完成实验？,气体的生成热,水的密度,置换水的质量,水的蒸汽压,D,high_school_chemistry
38,NH4+(aq) + NO2- (aq) → N2(g) + 2H2O(l) 提高上述反应的温度将加快反应速率。以下哪项不是温度升高加快反应速率的原因？,反应物更有可能克服活化能。,反应物分子之间的碰撞次数将会增加。,反应物分子分布越广，速度越高。,在较高的温度下，可以使用不同的反应途径。,D,high_school_chemistry
74,三个钢制容器装有气体样品。这些容器大小相同，温度相同。一个容器有 4.0 克氦气，另一个容器有 28.0 克氮气，第三个容器有 44.0 克二氧化碳。从以下列表中选择错误的陈述：,密度的增加顺序是氦 < 氮 < 二氧化碳。,所有容器中的分子数量相同。,所有三个容器中的压力相同。,所有分子的平均速度相同。,D,high_school_chemistry
82,从 18.0 M H2SO4 储备溶液开始，在容量瓶中制备 1.00 L 3.0M h2so 4 溶液的正确程序是什么？,向烧瓶中加入 167 mL 储备溶液，然后在搅拌溶液的同时用蒸馏水注满烧瓶。,向烧瓶中加入 600 mL 储备溶液，然后在搅拌溶液的同时用蒸馏水注满烧瓶。,向烧瓶中加入一半水，然后加入 167 mL 储备溶液，搅拌混合。最后，用蒸馏水装满烧瓶。,向烧瓶中加入一半水，然后加入 600 mL 储备溶液，搅拌混合。最后，用蒸馏水装满烧瓶。,C,high_school_chemistry
86,在确定某反应中反应物 A 的反应级数时，所有其他反应物的浓度保持不变，而 A 的浓度从一个实验到另一个实验增加了三倍。反应速率也增加了三倍。速率方程中 A 的合适指数是,1,2,3,4,A,high_school_chemistry
116,一种溶液中包含四种不同的化合物的混合物：KCl(aq)、Fe(NO3)3(aq)、MgSO4(aq) 和 N2H4(aq)。这些化合物中哪一种最容易通过蒸馏分离？,KCl(aq),Fe(NO3)3(aq),MgSO4 (aq),N2H4(aq),D,high_school_chemistry
157,以下哪一项最好地解释了为什么在光电子能谱过程中会发生原子电离，即使电离在热力学上不是一个有利的过程？,这是一个放热过程，因为电子从与原子核的库仑引力中释放出能量。,由于电子与原子分离，系统的熵增加了。,光中的能量可以用来克服电子和原子核之间的库仑引力。,电离的产物比反应物处于更低的能量状态。,C,high_school_chemistry
164,下列哪一项预期具有两个或多个共振结构？,CCl2F2,SO3,PF5,H2O,B,high_school_chemistry
174,密度为 2.05 g/L，温度为 26.0℃，压力为 722 torr 的气体的分子质量是多少？,53.0 g/mol,46.7 g/mol,4.67 g/mol,2876 g/mol,A,high_school_chemistry
183,S(s) + O2(g) → SO2(g),一个 S 原子与一个 O2 分子反应生成一个 SO2 分子,一摩尔硫原子与一摩尔氧分子反应生成一摩尔二氧化硫分子,平衡位置必须在产物一侧,熵增加将会很大,D,high_school_chemistry
31,哪一个渐近最大？,O(1),O(n),O(n^2),O(log n),C,high_school_computer_science
36,每个在学校注册的学生都会被分配一个唯一的 ID 号，该 ID 号以二进制数存储。随着每个新注册的学生，ID 号依次增加 1。如果分配给上一个注册学生的 ID 号是二进制数 1001 0011，那么分配给下一个注册学生的二进制数是什么？,1001 0100,1001 0111,1101 0100,1101 0111,A,high_school_computer_science
85,下列哪项最有可能危及用户的个人隐私？,用户 Web 浏览器存储的一组 cookie,用户计算机的 Internet 协议 (IP) 地址,用户的电子邮件地址,用于加密的用户公钥,A,high_school_computer_science
87,如果 a、b 和 c 是整数，下列哪个条件足以保证表达式 a < c || a < b && !(a == c) 的计算结果为真？,a < c,a < b,a > b,a == b,A,high_school_computer_science
89,"销售鞋类的零售商维护一个数据库，其中包含有关零售商商店中每件待售商品的以下信息的记录。

 ° 商品识别号
 ° 鞋类类型（运动鞋、靴子、凉鞋等）
 ° 售价（美元）
 ° 尺寸
 ° 颜色
 ° 可用数量

 仅使用数据库，可以确定下列哪项？",数据库中列出的哪些商品目前不在商店中,哪些颜色在男性中比女性更受欢迎,哪种鞋类在成年人中最受欢迎,特定月份售出的鞋子总数,A,high_school_computer_science
50,"本问题涉及以下信息。
请阅读下面的引文来回答问题。
1848 年是德国乃至欧洲历史的决定性一年：它再现了德国的过去，也启发了德国的未来。……从来没有一场革命如此受到对思想力量无限信仰的鼓舞；从来没有一场革命在其结果中如此使人怀疑思想的力量。革命的成功使保守思想失去了信誉；革命的失败使自由主义思想失去了信誉。在这之后，除了“武力”这个概念，什么也没有留下，而且从那时起，这个概念就成为德国历史的舵手。自 1521 年以来，德国人民第一次登上了德国舞台的中心，却又一次错过了机会。德国历史到达了它的转折点，但却未能转向。这就是 1848 年决定性的本质。
A·J·P·泰勒，《德国历史进程》，1945 年
从这段引文中，我们可以推断出，泰勒认为 1848 年政治革命最重要的影响是",未能给统治阶级带来变革,思想力量的展示,对保守派和自由派政治意识形态的诋毁,现代警察队伍理念的创立,C,high_school_european_history
122,"本问题涉及以下信息。
至今一切社会的历史都是阶级斗争的历史。……从封建社会的灭亡中产出来的现代资产阶级社会并没有消灭阶级对立，它只是用新的阶级、新的压迫条件、新的斗争形式代替了旧的。但是，我们这个资产阶级的时代有一个与众不同的特点：它使阶级对立简单化了。整个社会日益分裂为两大敌对阵营，彼此直接对立的两大阶级；资产阶级与无产阶级。
卡尔·马克思和弗里德里希·恩格斯，《共产党宣言》，1848 年
马克思和恩格斯最倾向于认为下列哪一种发展是欧洲历史上的重大事件？",玫瑰战争,1789 年到 1793 年的法国大革命,七年战争,1688 年英国光荣革命,B,high_school_european_history
130,"本问题涉及以下信息。
请阅读下面的引文来回答问题。
什么是宽容？ ……我们充满了弱点和错误；让我们互相原谅我们的愚蠢。这是最后的自然法则。……在所有宗教中，基督教无疑应该激发最大的宽容，尽管迄今为止，基督徒是所有人中最不宽容的。
伏尔泰，《论英国民族》，1733 年
从这篇文章中，人们可以推断出伏尔泰参加了什么文化运动？",科学革命,宗教改革,启蒙运动,浪漫主义运动,C,high_school_european_history
161,"本问题涉及以下信息。
第一条：德国、奥匈帝国、保加利亚和土耳其为一方，俄国为另一方，宣布它们之间的战争状态已经停止。各国决心从今以后彼此和睦相处。……
第三条：缔约双方商定的边界线以西以前属于俄国的领土，将不再服从俄国的主权；在作为本和平条约重要组成部分提交的地图上标出议定的界线。这条线的确切定位将由一个俄德委员会确定。
《布列斯特—立托夫斯克和约》，1918 年 3 月 14 日
《布列斯特—立托夫斯克和约》最能被描述为________的结果",布尔什维克需要结束俄国战争以巩固他们的革命成果,布尔什维克领导人的腐败以及与俄罗斯商业利益集团的勾结,三国协约的解体,法国和英国向反对布尔什维克政府的所谓白俄提供援助,A,high_school_european_history
30,外围国家的大多数工人可能受雇从事哪类活动？,第一产业,第二产业,第三产业,第四产业,A,high_school_geography
46,在下面，地图比例尺最小的是____地图。,世界,佐治亚州亚特兰大,俄亥俄州小镇主街,宾夕法尼亚州,A,high_school_geography
58,入侵和继承过程是一个涉及移民的过程，最好的描述是,新居民拆除和重建住房。,新居民与老居民和平共处。,新居民与老居民完全同化。,新居民迁入老居民区。,D,high_school_geography
84,哪种城市模式包含一条从中心城区沿主要林荫大道向外延伸的独特住宅脊柱？,欧式,穆斯林,撒哈拉以南非洲,拉丁美洲,D,high_school_geography
93,在后工业经济时代，以下哪种资源对提高生产力最为重要？,能源,劳动力,信息,专业化,C,high_school_geography
13,X 经济体是一个开放式经济体，汇率灵活。而 Y 经济体是一个封闭式经济体。在其他条件保持一定的情况下，扩张性货币政策在,X 经济体中更为有效，因为该政策会增加净出口。,X 经济体中更为有效，因为该政策会减少净出口。,X 经济体和 Y 经济体中同样有效。,X 经济体中没有明显效果，因为该政策会减少净出口。,D,high_school_macroeconomics
186,假设民选官员和中央银行同意将财政政策和货币政策结合起来，以缓解通货膨胀的威胁。那么以下哪种组合可能实现这一目标？财政政策     货币政策,减少税收。     提高存款准备金率,减少支出     购买政府证券,减少税收     出售政府证券,增加税收。     提高贴现率,D,high_school_macroeconomics
248,如果生活水平提高，我们可以得出结论的是,产出肯定增加了。,人口肯定增加了。,产出和人口肯定增加了。,产出的增长比例一定高于人口的增长比例。,D,high_school_macroeconomics
279,在封闭的私营经济中，以下哪种说法是正确的？,家庭储蓄永远不会是负数。,投资总是大于储蓄。,当消费等于储蓄时，经济处于均衡状态。,当消费等于可支配收入时，储蓄等于零。,D,high_school_macroeconomics
282,以下哪项会促进经济增长？,政府监管。,降低成本的新生产技术。,增加税收。,为企业制定更严格的污染标准。,B,high_school_macroeconomics
288,如果存款准备金率为 10%，新客户存入 500 美元，那么所创造的最大货币量是多少？,500 美元,"4,500 美元","5,000 美元",50 美元,B,high_school_macroeconomics
318,假设昨天欧元在外汇市场上的交易价格为 1.36 美元，而今天的交易价格为 1.40 美元。那么以下哪项是正确的？,美元升值了。,欧元贬值了。,美国的利率下降了。,欧元升值了。,D,high_school_macroeconomics
354,当美国联邦储备委员会 (FED) 降低贴现率时，其意图是,让存款机构在借款方面获得优惠。,向金融市场参与者发出信号：经济衰退即将来临。,向金融市场参与者发出信号：通货膨胀时期即将到来。,鼓励存款机构借贷，从而扩大货币供应量。,D,high_school_macroeconomics
372,如果科技使生产成本降低，同时出口减少，那么以下哪种结果是肯定的？,实际 GDP 将增加。,实际 GDP 将减少。,价格水平将上升。,价格水平将下降。,D,high_school_macroeconomics
63,Anton 的蚂蚁农场有两种蚂蚁，A 种和 B 种。两种蚂蚁在外表上一模一样，但 Anton 知道 A 种蚂蚁每天的数量是以前的两倍，B 种蚂蚁每天的数量是以前的三倍。第 0 天，Anton 数了蚂蚁农场里有 30 只蚂蚁。第 5 天，Anton 数了蚂蚁农场里有 3281 只蚂蚁。其中 A 种蚂蚁有多少只？,211,2321,11,608,D,high_school_mathematics
161,一笔 4000 美元的投资在 t 年后以每年 320*e^(0.08t) 美元的速度增长。10 年后的价值约为,"4,902 美元","8,902 美元","7,122 美元","12,902 美元",B,high_school_mathematics
0,在哪种情况下边际收入等于边际成本,在最大距离处，总收入大于总成本,总收入等于总成本,边际产量在最高点,总产量在最高点,A,high_school_microeconomics
12,以下哪项最可能导致橙汁需求曲线向右移动？,佛罗里达的橙子大丰收,Tang 的价格下降,对未来橙汁价格下降的预期,对果汁饮用者未来更高收入的预期,D,high_school_microeconomics
19,在以下情况下，边际成本 (MC) 等于平均可变成本 (AVC) 和平均总成本 (ATC)：,边际成本 (MC) 在 AVC 和 ATC 的最高点与它们相交。,AVC 和 ATC 在 MC 的最高点与它相交。,MC 在 AVC 和 ATC 的最低点与它们相交。,AVC 和 ATC 在 MC 的最低点与它相交。,C,high_school_microeconomics
24,在竞争性市场体系的设计中，下列哪一项没有描述资源是如何分配的？,价格信号指导生产者生产何物、何时、如何以及为何人生产商品和服务。,积极的政府所有制和生产指导。,买卖双方之间自愿进行市场交换。,以贡献或生产力为基础的收入和商品分配。,B,high_school_microeconomics
55,下列哪一种情况不是价格歧视的例子？,Brent 上夜班，所以他选择在早上 7 点而不是晚上 7 点买面包。,Bob 和 Nancy 在信件中都收到了一张“1 美元折扣”的优惠券，但是 Bob 兑换了，而 Nancy 没有。,Katie 买了 12 瓶可乐，花了 3 美元，Josh 一次买了一瓶可乐，花了 1 美元。,Velma 喜欢在下午日场价格便宜时去看电影，而 Rosemary 宁愿花更多的钱去看晚场。,A,high_school_microeconomics
111,下列哪个说法是肯定的？,一个生产更多黄油而不是枪支的经济体比一个生产更多枪支而不是黄油的经济体更富裕。,各国应集中资源生产有益健康的消费品，而不是战争武器。,由于成本递增规律，生产可能性边界向原点凹。,各国至少应该把一部分资源用于国防。,C,high_school_microeconomics
183,对于在长期完全竞争下运营的企业，下列哪项是正确的？,企业将从事非价格竞争。,企业将实现经济利润。,企业将遭受经济损失。,企业将实现零经济利润。,D,high_school_microeconomics
200,边际效用递减规律最能解释,供给规律,需求规律,总成本曲线的曲率,生产可能性边界的形状,B,high_school_microeconomics
215,随着时间推移，企业进入和退出市场的能力意味着,边际成本为零,边际收入为零,长期供给曲线更具弹性,长期供给曲线更缺乏弹性,C,high_school_microeconomics
218,第 1 题答案的基础是,P 或劳动工资率 > 劳动的 MRP，而对于额外一个单位的劳动，工资率 < MRP。,P 或劳动工资率 < 劳动的 MRP，而对于额外一个单位的劳动，WI > MRP。,总收入达到最大值。,总产出达到最大值。,B,high_school_microeconomics
12,把热水倒入装有冷酒精的烧杯中后，两种液体最终会达到相同温度。考虑到液体分子的大小，以下哪种情况是造成这种现象的主要原因？,热水会在容器中上浮到上面，直到冷却后，才会与酒精混合。,水分子的动能仍然比酒精分子的动能大，但这两种液体混合后，最终能量会均匀分布在整个容器中。,热水产生的热辐射被冷酒精吸收，直到所有分子的动能相同。,水分子与酒精分子碰撞，传递能量，直到水分子和酒精分子的平均动能相同。,D,high_school_physics
85,一辆 1.5-kg 的运动小车与一辆 0.5-kg 的静止小车相撞并粘在一起。碰撞后，两辆小车具有相同的______。,速度,动能,质量,线性动量,A,high_school_physics
102,以 5 m/s 的初速度竖直向上抛出一块石头。3 秒后，石头的速度是多少？,25 m/s，向上,25 m/s，向下,35 m/s，向上,35 m/s，向下,B,high_school_physics
104,一个电子（质量=m，电荷量=-E）在平整的页面上以速度 V 向上旋转，射入均匀磁场 B 区域中，然后再被引导到平整的页面上。请描述电子随后做的圆周运动。,顺时针旋转；轨迹半径=mv/(eB),逆时针旋转；轨迹半径=mv/(eB),顺时针旋转；轨迹半径=eB/(mv),逆时针旋转；轨迹半径=eB/(mv),A,high_school_physics
11,我们感知深度的能力主要取决于其他什么感知能力？,接近性和相似性,自上而下的处理和自下而上的处理,双眼和单眼线索,尺寸和形状恒常性,C,high_school_psychology
18,对人类有毒的物质往往尝起来很,酸,甜,咸,苦,D,high_school_psychology
