ID,Question,A,B,C,D,Answer,Subject
1464,一位徒步旅行者在穿越一片大森林时遭遇了一场突如其来的暴风雪。天渐渐黑了下来，雪越下越大，他意识到自己完全迷路了。他觉得自己肯定会在夜里被冻死。当一切希望似乎都破灭时，他偶然发现了一间小木屋。他敲了敲门，但无人应答。他试着打开门，发现门并没有锁，便走了进去。在小木屋里，他找到了一些食物和毯子，让他温暖地度过了一夜。第二天早上，雪停了，他才得以走出森林。如果木屋主人起诉徒步旅行者，要求赔偿食物费用和木屋使用费，案件最可能的结果是什么？,徒步旅行者不欠任何东西，因为他生存的重要性超过了木屋主人的财产利益。,徒步旅行者必须支付一晚的伙食费和木屋租金。,徒步旅行者必须支付小木屋的使用费，其他费用概不负责。,徒步旅行者必须支付食物的费用，其他费用概不负责。,D,professional_law
81,"为以下论证构建一个完整的真值表。然后利用真值表确定该论证是有效还是无效。如果论证无效，则选择一个代表反例的选项。（也可能有其他反例。）
~A · ~B
(A ∨ C) ∨ B / C",有效,无效。当 A 和 B 为真而 C 为假时的反例,无效。当 A 为真而 B 和 C 为假时的反例,无效。当 B 为真而 A 和 C 为假时的反例,A,formal_logic
133,为什么我们对尼安德特人的了解要多于其他已灭绝的前现代人？,尼安德特人遍布世界各地，他们的遗骸在每个大陆都有发现。,尼安德特人在欧洲使用洞穴，里面保存着他们的遗骸。,尼安德特人比其他任何前现代人类都要大，也更暴力，他们把前现代人类赶到了灭绝的边缘。,尼安德特人留下了粗糙但可理解的文字记录。,B,prehistory
194,远足俱乐部的成员徒步 2.4 小时，每小时 2.5 英里。成员们远足了多远,4.9 英里,5.8 英里,6.0 英里,6.3 英里,C,elementary_mathematics
256,科尔维诺认为，如果支持这个指控的人能做到以下两件事，则“非自然性”的指控才会有道德上的分量：,(i) 解释肛交的危害；(ii) 证明所有同性恋者都将不可避免地遭受这些危害。,(i) 具体说明他们所说的“非自然性”是什么意思，(ii) 解释为什么非自然性（如此定义）在道德上很重要。,(i) 确立一个人的性取向是一个选择的问题，(ii) 选择同性恋的人有一种内在的自我伤害的欲望。,(i) 解释自然性的价值，(ii) 为什么“非自然”的东西都没有价值。,B,moral_disputes
292,露西属于哪个物种？,能人,阿法南方古猿,智人,南方古猿粗壮种,B,prehistory
136,在十九世纪的工人运动背景下，“并入”的含义是：,让工会代表参与政策决策过程,在国家和企业组织之间建立联系,招募女性从事全职有偿工作,将工人阶级组织纳入政治谈判和代表制度中,D,sociology
196,根据康德的观点，自然法则是__________依据的法则，自由法则是__________依据的法则。,一切都会发生；一切都会发生,一切都会发生；一切都应该发生,一切都应该发生；一切都会发生,一切都应该发生；一切都应该发生,B,philosophy
24,根据功能性模型，工人的主要动机是什么？,同事认可,晋升,更大的自由,经济回报,D,management
53,两条垂线相交形成什么样的角？,钝角,锐角,直角,隐形角,C,miscellaneous
132,如果想了解煤炭的全球分布情况，你可以使用,参考地图。,地形图。,专题地图。,位置图。,C,high_school_geography
85,Javier 想研究在下午而不是上午上化学课对成绩的影响。一位老师在上午 8:30 和下午 1:00 上同样人数的化学课，并自愿参加她的课。这项研究的一个主要问题是,糟糕的复制,缺乏假设,混淆变量,难以获得知情同意,C,high_school_psychology
278,"受州法规管辖的一个法人团体起诉征用了某木材公司拥有的 1,000 英亩林地，该公司计划将其开发作为一处州休闲区。在审理后，州法院下令向法院交存被认为足以支付可能被判定的损害赔偿金的款项后，将土地的占有权移交给法人团体。木材公司立即提起诉讼，要求禁止法院下令出售其财产。以下哪一项会是维持州法院命令的最佳理由？",国家征用权只能直接委托给私人企业用于公众相关用途或活动。,国家征用权只能通过立法决定的方式委托给政府当局。,遭受损失方还没有证明相当于“征用”的不可弥补之损害可供使用。,《第十四修正案》包含的适用于各州的《第五修正案》国家征用权并不要求在宣告征用地财产之前支付费用。,A,professional_law
672,"适用的诉讼时效法规禁止追收债务人对债权人的 2,000 美元债务。债务人根据买方签署的书面协议将其汽车出售并交付给买方，买方在协议中承诺向债权人支付 2,000 美元购车款，”以清偿[债务人]欠[债权人]的债务”。债权人能否从买方处收回 2,000 美元？","否，因为向债权人支付 2,000 美元会破坏禁止执行过期索赔的法定公共政策。",否，因为债权人作为预期受益人的权利受制于缔约双方之间可利用的任何抗辩。,"是，因为无论债务人在法律上是否有义务向债权人支付任何款项，债权人都可以强制执行买方向债权人支付 2,000 美元的承诺。","是，因为买方承诺向债权人支付 2,000 美元，这使得无法收回的债务重新生效。",C,professional_law
148,水星绕太阳一周所用的时间大约是地球绕太阳一周所用时间的五分之一。如果将 1 AU 定义为地球到太阳的距离，那么水星和太阳之间的距离大概是多少？,(1/25) AU,(1/9) AU,(1/5) AU,(1/3) AU,D,high_school_physics
24,松弛电压控制振荡器用于产生,正弦波,三角波,锯齿波,B 和 C,D,electrical_engineering
470,工作满意度看起来与下列哪项因素的负相关程度最大？,智力水平,离职率,与同事隔离,教育水平,B,professional_psychology
142,哪个词是指《古兰经》的注释，意为“揭开面纱”？,fiqh,dhikr,ijtihad,tafsir,D,world_religions
409,在美国，意大利辣香肠的主要原料是什么？,鱼,胡椒,小麦,肉,D,miscellaneous
1239,某个城市通过了以下条例，其中规定：“第 1 条：任何个人、团体或组织在事先未经市许可的情况下，在任何城市公园举行 50 人或以上的集会均属非法；第 2 条：许可申请书应明确注明所申请的日期和时间。费用为每小时 10 美元，最高收费 50 美元；第 3 条：按照先到先得的原则发放许可证；警察局长在听取申请人的陈述后，如果认为（a）会议会造成严重的交通拥堵，或（b）干扰公众使用公园，或（c）集会演讲者会煽动犯罪行为，可拒绝任何申请。”一名宗教原教旨主义者认为其他宗教应受到暴力抵制并计划于 7 月 25 日在城市公园举行反对其他宗教的抗议示威。尽管他之前的反宗教抗议集会吸引了不到 25 名示威者，但他决定根据城市条例申请许可。警察局长与该原教旨主义者会面后拒绝了他的许可申请，因为他认为该示威活动会煽动抗议者并且可能引发暴力行为或严重骚乱。7 月 25 日，原教旨主义者和他的同伴在城市公园举行了抗议集会。集会只吸引了大约 20 名抗议者，并且和平进行。当他向聚集的人群发表最后演讲时，城市警察来到公园并逮捕了他和他的同伴，指控他们违反了城市条例。如果原教旨主义者现在提起诉讼，质疑城市条例第 3 条的合宪性，他最好的论据是,该条款因过于模糊和宽泛而无效。,该条款是以内容为依据的。,该条款允许警察局长在批准或拒绝许可时行使不受限制的自由裁量权。,该条款未涉及迫切的国家利益范围。,C,professional_law
65,下列关于真核生物高尔基体的陈述哪一项是正确的？,它在细胞质中的定向排列使其顺面最靠近内质网。,它通常与位于其顺面附近的小分泌囊泡有关。,其复合扁平的囊泡彼此相连。,某些分泌性蛋白质的糖基化发生在蛋白质进入其内腔之前。,A,college_biology
41,对劳动的需求被称为衍生需求，因为它,取决于对劳动用于生产的最终产品的需求,与工资率成反比,取决于资本品的可得性,与劳动的边际效用直接相关,A,miscellaneous
36,数字签名需要,私钥系统,共享密钥系统,公钥系统,所有,C,computer_security
71,"考虑线性方程组
w + 3x + 2y + 2z = 0
w + 4x + y = 0
3w + 5x + 10 y + 14z = 0
2w + 5x + 5y + 6z = 0
，解的形式是 (w, x, y, z)，其中 w、x、y 和 z 是实数。以下哪个陈述为假？",此方程组是一致的。,此方程组有无穷多个解。,任意两个解的和都是一个解。,"每个解都是(-5, 1, 1, 0)的标量倍。",D,college_mathematics
216,在奥古斯丁看来，说谎：,如果有正确的理由，通常是被允许的。,它本身并不是邪恶的，尽管它会带来不好的后果。,只有在非常罕见的情况下才被允许。,永远不被允许。,D,philosophy
67,假设某一特定电子部件 60% 的寿命超过 3 年，而 70% 的寿命不足 6 年。假设是正态分布，则这些部件的寿命长度的均值和标准差是多少？,"μ = 3.677, σ = 3.561","μ = 3.977, σ = 3.861","μ = 4.177, σ = 3.561","μ = 4.377, σ = 3.261",B,high_school_statistics
15,在我们太阳系的哪个星球上，您能找到大红斑？,金星,火星,木星,土星,C,astronomy
228,当产品质量提高时，CPI 就会,自动上涨。,自动下降。,变为负值。,高估通货膨胀率。,D,high_school_macroeconomics
56,晚上 6 点到 10 点之间，气温下降了 11°F。当晚上 10 点时温度是 84°F。写出并解一个方程，求出下午 6 点时的温度。,84 − 11 = t；73°F,t − 84 = 11；95°F,84 − t = 11；73°F,t − 11 = 84；95°F,D,elementary_mathematics
66,"本问题涉及以下信息。
大约在 1645 年，当我住在伦敦时……我有机会结识了不同的有价值的人，对自然哲学和人类学习的其他部分充满好奇；尤其是所谓的“新哲学”或“实验哲学”。根据协议……我们每周在伦敦的某一天会面，讨论这些事情。……我们的任务是（排除神学和国家事务）讨论和考虑哲学研究，以及与之相关的学科：如物理学、解剖学、几何学、天文学、航海学、静力学、磁学、化学、力学和自然实验；以及当时在国内外所培养的这些研究的现状。然后我们讨论了血液循环、静脉瓣膜、乳静脉、淋巴管、哥白尼假说、彗星和新星的性质、木星的卫星、土星的椭圆形（当时看起来）、太阳上的黑点和它绕着自己的轴转动、月球的不平衡和月面图、金星和水星的几个相位、望远镜的改进和为此目的而研磨的眼镜、空气的重量、真空的可能或不可能以及大自然对它的厌恶、托里塞利亚的水银实验、重物的下落和加速度的程度；还有许多其他类似性质的东西。其中一些在当时只是新发现，而另一些则不像现在这样为人所熟知和接受……
我们禁止一切关于神性、国家事务和新闻的谈话，除非是关于我们的哲学事务。不久之后，我们就把这些聚会搬到齐普赛德街的 Bull Head 酒馆去，学期时又搬到格雷欣学院，每周在福斯特先生（当时是那里的天文学教授）的讲座上聚会，讲座结束后，我们有时去福斯特先生的住处，有时去不远的其他地方，在那里我们继续进行这样的探究，而且人数也增加了。
约翰·沃利斯博士，《他人生的一些篇章记录》，1700 年
从文章中，人们可以推断出沃利斯的团体的主要兴趣是",破坏传统世界观,创造一门世俗科学来挑战教会,确定新哲学在英国和国外的状况,规范新知识，以免破坏传统价值观,C,high_school_european_history
128,求第一象限以 y = x^2、y = cos(x) 和 y 轴为界的区域的面积。,0.292,0.508,0.547,0.667,C,high_school_mathematics
122,"本问题涉及以下信息。
至今一切社会的历史都是阶级斗争的历史。……从封建社会的灭亡中产出来的现代资产阶级社会并没有消灭阶级对立，它只是用新的阶级、新的压迫条件、新的斗争形式代替了旧的。但是，我们这个资产阶级的时代有一个与众不同的特点：它使阶级对立简单化了。整个社会日益分裂为两大敌对阵营，彼此直接对立的两大阶级；资产阶级与无产阶级。
卡尔·马克思和弗里德里希·恩格斯，《共产党宣言》，1848 年
马克思和恩格斯最倾向于认为下列哪一种发展是欧洲历史上的重大事件？",玫瑰战争,1789 年到 1793 年的法国大革命,七年战争,1688 年英国光荣革命,B,high_school_european_history
23,Mosca 和 Pareto 将统治精英明确为：,充任所有最高政治权力职位的少数群体,具有特定技能和能力的社会力量联盟,轮流担任高官显爵并排斥他人进入的群体,以上所有选项,D,sociology
221,以下哪项不是自然选择的基础,种群内存在遗传变异。,适应最好的个体留下的后代往往最多。,存活更久的个体往往比年轻时就死亡的个体留下的后代更多。,个体适应其环境，从而实现进化。,D,high_school_biology
37,哪个术语描述了统一和加强一个国家的力量？,扩散,离心力,向心力,民族中心主义,C,high_school_geography
165,以下哪项并非对调节人体呼吸中起重要作用,血液中 CO2 含量增加,血液中 O2 含量下降,血浆 pH 水平降低,剧烈运动,B,high_school_biology
1121,Ann 拥有一块土地。2005 年 8 月 1 日，Ann 以 10 万美元将这块地的一半未分割权益卖给 Hunter 和 Willa 夫妇（由 Hunter 支付全部对价）。给 Hunter 和 Willa 的地契上写着：“Hunter 和 Willa 及他们的继承人为夫妻共有，不是共同共有，也不是按份共有。”2006 年 8 月 1 日，Ann 以 12.5 万美元把这块地的剩余权益卖给 Hunter 及其弟弟 Brandon（Hunter 支付购买价的中的 8 万美元，Brandon 支付剩余部分）。给 Hunter 和 Brandon 的地契上规定：“Hunger 和 Brandon 及他们的继承人为共同共有，不是按份共有。”2007 年 8 月 1 日，Hunter、Willa、Brandon 同时死于一场灾难，因此没有证据可以证明他们死亡的顺序。Hunter 的遗嘱和 Willa 的遗嘱表明，涉案土地的所有权益中可根据他们的遗嘱处置的部分由他们的儿子继承。那么，儿子拥有,该土地三分之一的未分割权益。,该土地四分之一的未分割权益。,该土地一半的未分割权益。,该土地四分之三的未分割权益。,D,professional_law
1402,"一位 25 岁的音乐家住在城市的一间小工作室公寓里。由于公寓的尺寸较小，她无法在公寓内放置钢琴。为了每天练琴，她不得不前往一所表演艺术学校使用其中的音乐设施。最终，这位音乐家决定搬离公寓，购买一处可以放置自己钢琴的更宽敞的住宅。当她在找房子时，这位音乐家发现了一处她喜欢的乡村房屋。她向卖方经纪人出价要购买这栋房屋。她被告知房主正在欧洲出差，将在归来后才考虑任何报价。在等待有关该乡村房产的消息期间，这位音乐家的朋友口头同意以 8,000 美元的价格向她出售他的钢琴。音乐家解释说，只有在她成功买下乡村房屋后，她才购买钢琴。因此，各方同意，只有在音乐家购买乡村房屋时，钢琴销售才会生效。次日，各方将口头协议简化为书面协议并签署，协议中提及只有在音乐家购买乡村房屋后销售才会生效。两周后，该乡村房产的所有者从旅行中归来，但拒绝了音乐家的报价。朋友现在起诉钢琴家违反购买钢琴的合同。钢琴家提出证据证明自己未能购买乡村房屋，朋友提出反对意见，法庭应作何裁决？",证据予以采信，证明书面协议并未成为合同。,证据予以采信，证明合同目的实现受阻。,证据无效，因为口头协议属于反欺诈法的规定范围。,证据无效，因为口头协议与表面上无条件的书面协议相矛盾。,A,professional_law
88,Brian 的团队在测验中的得分是：8、6、9、7、10、9、5、4、9。团队得分的中位数是,9,8,7.5,7,B,high_school_psychology
1375,一个即将竞标一座办公楼建筑工程的总承包商邀请了一名木工和其他几个人来竞标木工工程。如果木工的报价最低且总承包商中标主合同，总承包商同意给予木工该工程，木工同意参与竞标。总承包商也同意了这个条件。木工为编制自己的标书付出了时间和费用，提交了最低报价的木工标书。总承包商在核算自己的投标价格时，以木工的报价为基础，并成功中标。以下哪一项最有利于木工的立场，即总承包商有责任将木工分包工程分包给木工？,木工在编制自己的标书时，对总承包商的有条件承诺产生了不良依赖。,木工因总承包商的有条件承诺而提供对价，以期获得总承包商的木工分包合同。,总承包商有一项默示责任，要与所有它在核算向建筑物业主提交的主要标书时使用过其投标价格的投标人公平并善意地交易。,总承包商对建筑物业主负有与木工签订分包合同的责任，因为木工的标书被用于计算总承包商的标书，且木工是该义务的预期受益人。,B,professional_law
295,通过认识到我们有义务向援助机构捐款，阿什福德认为我们可以,承认批评的力量，这种批评认为有效的利他主义充其量是一种权宜之计，同时也在传播同样的批评。,承认有效的利他主义不是对全球贫困的正确回应。,对我们对全球穷人的责任感到宽慰，因为后备责任在道德上并不紧迫。,以上都不是。,A,moral_disputes
125,“滥用统计数字”、“有问题的统计数字”和“有问题地使用统计数字”都是_____谬误的另一种说法,诉诸自尊,显著性谬误,井里投毒,滑坡谬误,B,logical_fallacies
1139,被告是一家餐厅的快餐厨师。下班后，被告和另一个厨师出去喝酒，两人都抱怨自己缺钱。他们认为摆脱困境的唯一方式是抢劫当地的一家银行。于是，他们约好下周五去抢银行。根据他们的计划，该厨师于周一购买了两个滑雪面罩，打算用于抢劫。周三，得知该厨师已经买了面罩后，被告临阵退缩，告诉该厨师他宣布不参与抢劫计划。周五，该厨师独自实施了抢劫，被告没有参与。本司法辖区规定共谋罪必须有公开行为。被告是否犯有共谋罪？,是，因为该厨师和被告确实约好了去抢劫银行。,是，因为购买滑雪面罩是助长犯罪的充分公开行为。,是，因为被告没有阻止该厨师抢劫。,否，因为被告确实没有参加。,B,professional_law
3,"本问题涉及以下信息。
请阅读下面的回忆录。
他不但希望所有高贵的人都经常到宫里来，而且很快就注意到那些地位低下的人都不在。在他的杠杆下，在他的沙发上，在他的饭桌上，在凡尔赛宫的花园里（这是唯一一个允许廷臣跟随他的地方），他总是左右打量；什么也逃不过他的眼睛，他能看见每个人。如果有谁经常住在宫里，他一定要知道原因；那些只短暂到访的人，也必须作出令人满意的解释；谁要是很少或从不在那儿露面，就一定会引起他的不快。如果让他帮这样的人一个忙，他会傲慢地回答：“我不认识他。”对于那些很少露面的人，他说：“他是一个我从未见过的人。”而且对这些评判无法进行上诉。
路易十四比任何人都更懂得如何通过施恩的方式来提高施恩的价值；他知道如何充分利用一个词、一个微笑，甚至是一个眼神。
他喜欢一切华丽、宏伟和丰富的东西，并鼓励他的宫廷里也有类似的品味；把钱随意地花在设备和建筑上，花在宴会和打牌上，这些都无疑是赢得他的好感（也许是为了从他那里获得一句话的荣誉）的一种方式。政策动机与此有关；通过使昂贵的习惯成为一种时尚，对处于某种地位的人来说，这是一种必需品，他迫使他的廷臣入不敷出，并逐渐使他们依赖他的奖赏来维持生活。
——圣西门公爵，《路易十四及其朝廷和摄政回忆录》 1750
以下哪一项是对上述文件中发现的偏见的最好解释？",公爵作为法国贵族的一员，同情路易国王。,公爵作为法国贵族的一员，因为国王镇压贵族而对他有偏见。,公爵作为法国贵族的一员，支持中央政府扩大对法国人民的行政、财政、军事和宗教控制。,公爵作为法国贵族的一员，支持路易国王保留贵族的社会地位和法律特权，而他剥夺了他们的权力。,B,high_school_european_history
133,圣像是哪个教堂的主要特征？,圣公会,天主教,东正教,路德会,C,world_religions
328,对于女性，下列哪项是经证明最常使用生命热线的亚群体,年轻少数民族女性,老年少数民族女性,年轻白人女性,老年白人女性,C,professional_psychology
20,Julia 的收入增加后，她开始多买甜筒冰淇淋，少买冰棒。对 Julia 来说，冰棒,不服从需求法则,是联合产物,是冰淇淋的互补品,是次等品,D,high_school_microeconomics
67,假设 f(x) 是一个次数为 6 的多项式，g(x) 是一个次数为 3 的多项式。若 h(x) 也是一个多项式，满足 f(g(x)) + g(h(x)) + h(f(x)) 是一个次数为 36 的多项式，则多项式 h 的次数是多少？,72,6,18,12,B,high_school_mathematics
7,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 老太太不在家的时候，我帮她打扫了家里的一切。场景 2 | 我拿到了带枪进教室的许可，以防我需要保护学生。,错，错,错，没有错,没有错，错,没有错，没有错,D,moral_scenarios
40,老师为她的小学生制定了奖励制度。在每天结束时，她会给当天早上准时到达的每个学生一张贴纸。在每周结束时，她会给三次测验连续得分超过 90% 的每个学生一张贴纸。经过几个月的执行，她发现测验成绩显著提高，但迟到现象仅略有减少。下列哪项最能解释老师的观察结果？,可变比例强化产生了最强烈的反应和最不容易消退的行为。,学生们在测验中表现好的内在动力比按时上学的动力更强。,相比于连续强化程序，固定比例强化对学生行为的改变更强,相比于可变间隔强化，固定比例强化对学生行为的改变更强。,C,college_medicine
1482,一家汽车制造商生产了一款在全国范围内销售的汽车。据称，该汽车的制动器存在问题，导致了多起事故和人员伤亡。该汽车的两名个人买家分别在不同的州对制造商提起集体诉讼，代表全国所有买家提出相同的产品责任索赔。一起集体诉讼在联邦法院提起，另一起在州法院提起。联邦诉讼中的各方达成了法院批准的和解，法院作出了驳回诉讼的判决。制造商的律师以既决事项（排除请求效力）为由请求驳回州法院的诉讼。州法院应根据联邦法还是州法决定判决的效力？,联邦法律，因为判决是在联邦法院作出的。,联邦法律，因为该判决是受联邦集体诉讼规则管辖的全国性诉讼的结果。,州法律，因为判决是在州法院提出的。,州法律，因为没有一般的联邦普通法，而排除原则是普通法理论。,A,professional_law
191,遗传学家 Mary Lyon 假设哺乳动物核膜下存在可见的结构，后来被命名为巴尔小体。关于巴尔小体，以下哪种说法不正确？,在早期女性胚胎中，每个体细胞中 X 染色体的一个拷贝都会失活。,正常女性每个细胞的相同染色体失活。,XXY 基因型男性有一个巴尔小体。,巴尔小体的 DNA 高度甲基化。,B,high_school_biology
150,月海是：,古老的陨石坑高地,火山口内的深色熔岩,填充古老撞击盆地的深色熔岩,月球上的明亮区域,C,astronomy
869,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 我骑马离开了当局。场景 2 | 我退出大富翁游戏是因为我无法忍受输给一个女孩。,错，错,错，没有错,没有错，错,没有错，没有错,A,moral_scenarios
654,下列哪一种最有可能是大陆岩石圈板块和海洋岩石圈板块碰撞的结果？,沿海火山山脉链,磁极反转,大洋中脊,转换断层,A,miscellaneous
42,在某些条件下，撞击晶体表面的电子束将发生衍射，并可获得电子束的散射图案。要看到该图案，电子需要的动能大约是多少？（假设晶体的晶格间距为 0.4 纳米。）,0.1 eV,1 eV,10 eV,100 eV,C,college_physics
27,以下哪一种算法在最坏情况下的运行时间为 Θ(n^2)，平均运行时间为 Θ(n log n)？,冒泡排序,归并排序,堆排序,快速排序,D,college_computer_science
511,一位原告起诉一位被告，因为他们为经营包裹递送服务而成立的合伙公司解散了。原告和被告在成立合伙企业时曾委托一名企业律师。生意失败后，原告和被告对各自的义务产生了分歧。在庭审中，双方都聘请了新的律师。原告传唤企业律师出庭作证，证明被告在与原告和企业律师会面时所做的陈述。被告援引了律师与当事人之间的特权对企业律师的证词提出异议。法院是否应支持被告的特权主张？,否，因为企业律师与原告和被告的职业关系已经结束。,否，因为原告和被告共同咨询了企业律师。,是，因为原告或被告均可阻止披露在此类会议上所做的陈述。,是，因为原告或被告均可代表合伙企业主张该特权。,C,professional_law
105,选择最佳的谓词逻辑翻译：有些人很幸运。,(∃x)(Fx • Lx),Fl,Lf,(∀x)(Fx • Lx),A,formal_logic
829,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 我告诉我的同学他们不应该参加新来的女孩的生日聚会。场景 2 | 我把儿子的任天堂开关放进洗碗机里，然后启动了它。,错，错,错，没有错,没有错，错,没有错，没有错,A,moral_scenarios
0,近视是由于,角膜和晶状体曲率过大,角膜和晶状体曲率过小,虹膜和晶状体曲率太大,虹膜和晶状体曲率过小,A,high_school_psychology
109,"本问题涉及以下信息。
下面这段话摘自在议会上的证词。
约书亚-德雷克（Joshua Drake）被传唤；并接受检查。
您说您更喜欢适度的劳动和较低的工资；您对现在的工资是否感到满意？
——我没有工资，目前每周只有两天；但当我做一些工作时，我们能赚一点，而做其他工作时，我们的收入很低。
如果一个孩子每周能拿到 3 先令，这能够维持他的生存吗？
——-不，它不会保持应有的状态。
你为什么允许你的孩子去那些他们受到虐待或过度劳累的地方工作？
——生活所迫，一个有孩子的人必须去工作。
那么，如果不是出于必要，您会允许您的孩子在现行制度下进入这些工厂吗？
——否。
——在 Sadler 委员会的证词，1831-1832 年
对于与段落中描述的相似的商业和工作条件，哪种政府风格与有限监管最为相关？",自由放任,极权主义,功利主义,公司主义者,A,high_school_world_history
931,一位房主买了一台新的吹叶机，对它的威力赞不绝口，结果忘乎所以，将大量东西吹到了隔壁邻居的院子里。除了落叶，他还将大量虫害严重的植物残片吹到了邻居家中。这些东西大量堆积，有碍观瞻，还对邻居家健康的植物造成了损害。他必须支付工人将这些物质运走的费用，以及更换受感染的多年生植物的费用。邻居以非法侵入为由提起侵权诉讼。房主申请驳回，因为邻居无法证明房主的行为具有非法侵入或伤害的意图。法院是否会批准驳回诉讼的请求？,否，因为受感染的残片构成了异常危险的情况，房主可能要对非法侵入承担严格责任。,否，因为非法侵入是基于进入土地或将某些东西送入土地的故意行为，行为人不一定要有伤害意图才要承担侵权责任。,是，因为房主无法控制这些物质的去向，而且他的行为没有恶意。,是，因为房主预料到风会把这些残片带走，并没有想到这些残片会堆积在邻居家中。,B,professional_law
318,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 在我的中年危机中，我建了一个男人的洞穴。场景 2 | 我把牙刷递给我弟弟，这样他就可以刷牙了。,错，错,错，没有错,没有错，错,没有错，没有错,D,moral_scenarios
8,当老年人有以下哪个行为时，年轻人和老年人之间的反应时间差会减少：,经常进行有氧运动,定期举重,摄入大量维生素,练习太极拳,A,human_aging
213,左（优势）半球的单侧损伤最不可能导致的功能丧失是：,记忆词汇。,制定日常计划。,看地图。,使用排除法回答多项选择题。,C,professional_psychology
56,以下哪项代表了收缩性财政政策和扩张性货币政策的组合？财政政策     货币政策,提高税收     出售国库券,降低税收     购买国库券,减少政府开支     提高准备金率,提高税收     购买国库券,D,high_school_macroeconomics
0,假设扩张性财政政策导致实际产出大幅增加，价格水平小幅上升。由此可以推断,在财政刺激之前，通货膨胀已经对经济产生了影响。,经济最初有一些闲置资源。,总供给有所减少。,总需求急剧下降。,B,high_school_macroeconomics
