ID,Question,A,B,C,D,Answer,Subject
507,一位股票经纪人因为经济不景气且所有客户的投资都遭受惨重损失而感到绝望。这位股票经纪人决定以跳桥的方式结束自己的生命。他走到桥中间，翻过栏杆，站在桥边狭窄的凸缘上，准备往下跳。这时，一名出租车司机正好经过，看到了股票经纪人的举动。出租车司机猛踩刹车，快速下车，开始向股票经纪人跑去，大喊道：“别！别！别！”听到还有人关心他，股票经纪人很高兴，他改变了自杀的想法，决定活下去。然而，就在这时，股票经纪人开始失去平衡，双脚开始从桥上又小又脏的凸缘上滑落。就在股票经纪人开始往下掉的时候，出租车司机跑到他跟前，抓住了他外套的后侧。出租车司机紧紧抓住外套，自己差点被拉到桥边，但他还是坚持住了。出租车司机用尽全身力气，将股票经纪人拉回了桥上。出租车司机用尽全身力气，把股票经纪人拉回了桥上。股票经纪人松了一口气，因为他没有掉下去。不幸的是，出租车司机在拉住股票经纪人并将他拉上桥的过程中，背部受了重伤。该司法管辖区的一项法规将自杀未遂定为犯罪。如果出租车司机向股票经纪人主张损害赔偿，他是否会胜诉？,否，因为股票经纪人并不打算伤害他自己以外的任何人。,否，因为自杀未遂在该司法管辖区属于刑事犯罪。,是，因为股票经纪人将自己置于危险境地。,是，因为他成功地挽救了股票经纪人的生命。,C,professional_law
766,哪支球队赢得世界职业棒球大赛的次数最多？,芝加哥小熊队,洛杉矶道奇队,纽约洋基队,旧金山巨人队,C,miscellaneous
384,一位债权人对拖欠其债务的女子提起扣押债权诉讼。这是第一次提起诉讼，债权人尚未收到判决。债权人将扣押通知送达给了被扣押人，即女子的雇主。在债权人提起诉讼并对女子作出最终判决之前，雇主按通知行事，代管女子的所有收入。被告居住和工作所在州有一项判决前扣押债权的规定，即只要这笔钱仍被扣留，在作出判决之前就不能进行分配。如果在接下来的 120 天内没有作出判决，这些收入将付给女子。女子起诉了雇主和债权人，要求归还她的收入。那么，法院会命令被扣押人将钱款归还给女子吗？,不会，因为州程序规定在作出判决前保护女子的钱款是公平的，符合程序上的正当程序。,不会，因为州有义务通过扣押债权程序保护债权人的权利以收回债务。,会，因为在美国，唯一拥有扣押债权的是国税局。,会，因为在没有听证机会的情况下临时冻结工资违反了程序上的正当程序。,D,professional_law
279,洛克认为，人类联合成一个联邦的主要目的是_____。,统治其他联邦,保护自然状态,保护他们的财产,维护他们的绝对权力,C,philosophy
290,在撰写或阅读有关研究伦理的文章时，常见的挫折是什么？,作者们对什么是伦理上可接受的看法不一。,相同的辩论已经进行了几十年。,违反伦理的案例往往与某些研究方法有关。,以上都是。,D,philosophy
149,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 遛狗的时候，我留下了狗屎。场景 2 | 我感冒了，就把饭菜暴露在外面,错，错,错，没有错,没有错，错,没有错，没有错,A,moral_scenarios
1096,在总统任期的最后几天，总统内阁里的好几个成员开始向媒体透露有关总体的相当尴尬的故事。其中一个故事登上了报纸，一位不具名的内阁成员说总统赦免了一支职业棒球队老板的一次重罪，因为该老板承诺总统可以免费观看该球队未来的所有比赛。这些新闻“泄密”令总统不堪其扰，于是总统在任上做的最后一件事是签发一份行政命令，禁止所有行政雇员接触媒体人士，除非事先得到行政主管的许可。该行政命令要求解雇故意违反该命令的雇员。总统离任后，媒体多次提及该行政命令，调侃说这是总统的传承。尽管如此，新总统在上任后还是承诺遵守该命令。后来，副总统的一个高级顾问透露给某杂志一个故事，说副总统告诉工作人员，他在地震后访问某市的唯一原因是他想到附近的高尔夫球场打球。该杂志刊登了这个故事，并指明来源是该高级顾问。根据公务员条例，举行了一场听证会，该高级顾问被认定违反了禁止擅自与纸媒沟通的行政命令。后来，该高级顾问被立即解除了其行政工作人员的职务。该高级雇员提起诉讼，要求复职，并质疑该行政命令的合宪性。如果此案提交到美国联邦最高法院，法官应裁定该行政命令,符合宪法，因为在政府工作是一项特权，而不是权利。,符合宪法，因为总统拥有规定行政部门雇员的雇佣制度的全部权力。,违宪，因为有权规定联邦工作的条款和条件的是国会，不是总统。,违宪，因为总统不能从广泛层面上限制所有行政雇员的言论和结社自由。,D,professional_law
207,拜尔认为，道德准则：,总是必须同样适用于每个人。,在没有道德相关差异的情况下必须同样适用于每个人。,只适用于一个群体中的某些成员。,在每个社会中都是一样的。,B,philosophy
203,酶活动基是：,细胞中所有酶所必需。,通过氢键松散地与酶结合。,酶分子上允许酶活性变构修饰的位点。,与酶紧密结合并为酶的活性所必需。,D,clinical_knowledge
154,关于转录后修饰，以下哪种说法不正确？,在 mRNA 的 3′端加 poly-A 尾。,在 mRNA 的 5′端加鸟嘌呤帽。,mRNA 中去除内含子。,转录后修饰发生于细胞质。,D,high_school_biology
146,随着年龄的增长，我们会得到而不是失去一些东西，其中一个例子就是我们在以下方面的收获,视野,速度,社交网络的规模,确定性,A,human_aging
225,德尔塔·伯克在情景喜剧《设计女王》中的角色是做什么工作的？,时装设计师,平面设计师,室内设计师,网站设计师,C,miscellaneous
50,百岁老人是指,百岁老人是指在一百周年之前出生的人,研究老年和老年人,100 岁或以上,尚未步入老年,C,human_aging
137,“诉诸贫困 (Ad lazarum)”是一种特殊的,轶事证据,复杂原因,虚假标准,虚假迹象,D,logical_fallacies
477,在参观博物馆时，你可以绕着雕像走一圈，从房间里的许多不同的地方查看它。雕像的视网膜图像发生了变化，但你察觉不到这些变化是因为,趋同效应,运动视差,知觉恒常性,介入,C,high_school_psychology
121,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 我在我的水彩画中点燃了整个国家公园的山谷。场景 2 | 我因为那个非暴力的女人而报了警,错，错,错，没有错,没有错，错,没有错，没有错,C,moral_scenarios
233,以下哪项是衡量货币供应量的 M1 的组成部分？,储蓄存款,金条,现金和硬币,30 年期国库券,C,high_school_macroeconomics
158,真核细胞的 DNA 中能够含有相当多信息的众多原因之一是，当编码区域未被表达时，能将其压缩。当 DNA 上发生下列哪种过程时，通常会导致基因表达减少？,组蛋白乙酰转移酶活性增加,组蛋白脱乙酰转移酶活性减少,甲基化活性增加,异染色质：常染色质比例增加,C,college_medicine
220,"在区间 [0,π]，f(x) = 2 sin x + sin 4x 有多少个点满足中值定理？",1,2,3,4,D,high_school_mathematics
436,生命周期发展理论，例如巴尔特斯的选择优化与补偿理论，,主要关注精神病理随时间的发展,将发展描述为增长（获得）和衰退（损失）的过程,不考虑环境对发展的影响,以上均正确,B,professional_psychology
725,切达奶酪的名字来自哪个国家的一个村庄？,英格兰,法国,瑞士,丹麦,A,miscellaneous
183,玛丽是一个人，因此，由于她固有的特征（例如，自我意识），她理应得到道德上的考虑。这表明她有,直接的道德地位。,间接的道德地位。,相对的道德地位。,以上都不是,A,moral_disputes
158,"作为女性健康研究的一部分，研究人员针对全身性炎症在预测女性心血管疾病中的作用进行了研究 (N Engl J Med. 2002;347[20]:1557-1565)。该研究采用了前瞻性研究设计，涉及的样本量大。该研究测量了女性参与者的基线血液 C 反应蛋白 (CRP) 水平，并对其进行了平均 8 年的随访。下表显示了 30,000 名女性按 CRP 水平五分位数计算的 5 年内心血管事件（心脏病发作或卒中）的相对风险估计值。第一个五分位数用作参考类别。1 0.49 mg/dL 相对风险 女性人数  1.0 6000  2 >0.49-1.08 mg/dL 1.8 6000  CRP 水平的五分位数 3 >1.08-2.09 mg/dL 2.3 6000  4 >2.09-4.19 mg/dL 3.2 6000  5 >4.19 mg/dL 4.5 6000  根据上述相对风险数据，可以得出以下结论：",CRP 水平在第一个五分位数的女性无心脏病发作/卒中的风险。,CRP 水平降低似乎会增加心脏病发作/卒中的风险。,CRP 水平增加似乎会增加心脏病发作/卒中的风险。,CRP 水平与心脏病发作/卒中之间似乎没有关联。,A,virology
124,脂肪中三酰甘油浓度通常为：,75-95%,50%-75%,> 95%,< 50%,C,nutrition
55,通常，三倍的样本量如何改变置信区间大小？,它使区间大小增加了三倍。,它将区间大小除以 3。,它将区间大小乘以 1.732。,它将区间大小除以 1.732。,D,high_school_statistics
22,在液压机操作中，输出活塞不能,比输入活塞的移动距离更大,超过输入的力,超过输入活塞的速度,产生更多的能量,D,conceptual_physics
210,以下哪一项适合使用人口普查？,一个小镇教师平均身高的 95% 置信区间。,一个小镇上选修 AP 课程的学生比例的 95% 置信区间。,一个双尾假设检验，其中零假设是高中男生和女生在娱乐上的平均支出是相同的。,以上都不是。,D,high_school_statistics
774,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 为了支付我在内华达州晚上的赌博，我负债累累。场景 2 | 我把枪拿出来，这样我就可以清洗它了。,错，错,错，没有错,没有错，错,没有错，没有错,B,moral_scenarios
210,一名 47 岁的男子在突然发生严重的枕部头痛和颈部僵硬后 12 小时来看医生。他没有其他症状，也没有严重头痛的病史。他有高血压和胃食管反流病。目前正在服用氢氯噻嗪和雷尼替丁。他能分辨人、地点和时间。体温为 36.7°C（98.1°F），脉搏为 100 次/分，血压为 160/90 mm Hg。颈部因疼痛活动范围减少。神经系统检查未见局灶性异常。下列哪项是最可能的诊断？,丛集性头痛,脑膜炎,偏头痛,蛛网膜下腔出血,D,professional_medicine
565,路易斯·巴斯德发明了哪种疫苗？,小儿麻痹症,狂犬病,天花,炭疽热,B,miscellaneous
112,一名 16 岁男性因右膝突发肿胀被带到急诊科。他否认任何创伤。既往病史显示囊性纤维化。膝关节检查显示关节触诊波动，但没有明显温热；注意到由于肿胀而导致轻度活动受限。还注意到各种消退程度的淤青。进一步病史发现患者在过去一个月容易出现牙龈瘀伤和牙龈出血。这些结果最可能的解释是,获得性凝血因子 VIII 缺乏,感染引起的弥散性血管内凝血,低补体血症,维生素 A、D、E 和 K 吸收不良,D,professional_medicine
25,"本问题涉及以下信息。
“九 正如现有的科学对于发现效果毫无用处一样，现有的逻辑体系对于发现科学也毫无用处。
十九 钻求和发现真理，只有亦只能有两条道路。一条是从感官和特殊的东西飞越到最普遍的原理，其真理性即被视为已定而很稳定，而由这些原则进而去加以判断，进而去发现一些中级的公理。这是现在流行的方法。另一条是从感官和特殊的东西引出一些原理，经由慢慢加深程度而无间断的上升，直至最后才达到最普通的原理。这才是正确的方法，但至今还未试行过。
二十二 上述两条道路都是从感官和特殊的东西出发，都是停止在最高普通性的东西……
三十六 我们的传授方法只有一条，简单明了地说来就是：我们必须把人们引导到特殊的东西本身上，引导到特殊的东西的系列和秩序；而人们对于自身呢，则必须强迫自己暂把他们的概念撇在一边，而开始让自己与事实熟习起来。”
弗朗西斯·培根，英国哲学家、散文家，《新工具》，1620 年
到 19 世纪，文章中反映的经验推理方法经历了以下哪些变化？",它已经削弱到无关紧要的地步。,它已经成为欧洲文化的核心原则。,许多人对它进行了改进和修改，以至于像培根这样的先驱已经认不出它了。,它已经停滞到一个地步，以至于普通人开始寻找一种新的生活组织原则。,B,high_school_european_history
96,非竞争性抑制与反竞争性抑制的区别在于，非竞争性抑制剂与酶的变构位点结合并阻止其催化反应，而反竞争性抑制剂与酶-底物复合物结合并阻止催化。增加底物浓度会产生下列哪种影响？,增加反竞争性抑制剂的影响并减少非竞争性抑制剂的影响,降低反竞争性抑制剂的影响并增加非竞争性抑制剂的影响,增加反竞争性抑制剂的影响,没有影响,C,college_medicine
330,韦斯特担心，学术界的自由主义理论无意中导致了对双方同意的性行为危害的认识不足，因为,它是含蓄的性别歧视。,它提倡个人主义，重视个人选择。,它太左翼了，不支持对我们的性行为进行基于性别的合理批评。,它提倡社群主义思想，损害个人主义。,B,moral_disputes
850,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 |我试着往柠檬水里加芬太尼。场景 2 | 当我儿子告诉我他是同性恋时，我拒绝了他。,错，错,错，没有错,没有错，错,没有错，没有错,A,moral_scenarios
96,白天晚些时候在明亮的光线下似乎可以,恢复正常的昼夜节律,增加失眠,恢复深度睡眠,对睡眠或做梦没有实际影响,A,human_aging
585,埃里希·弗洛姆指出，社会阻碍人们认识到真实本质，即爱、创造性和生产性。对社会需求的什么回应能让人认识到这一点？,接受性绝对能让人认识到其真实本质，即爱、创造性、生产性,囤积能让人认识到其真实本质，即爱、创造性、生产性,营销肯定能让人认识到其真实本质，即爱、创造性、生产性,生产性能让人认识到其真实本质，即爱、创造性等,D,professional_psychology
532,根据 2020 年美国的普通道德标准，在这两个场景中，哪个场景中的主角（即使用“我/我们/我们的”这些词的人）做了明显在道德上错误的事？ 场景 1 | 我决定用炒脑和培根做一个煎蛋卷。场景 2 | 我把热煤扔给我的朋友。,错，错,错，没有错,没有错，错,没有错，没有错,A,moral_scenarios
232,"一家大银行取消了一位消费者的回赎抵押权。当房屋在法院拍卖会上以 50,000 美元的价格拍卖后，银行向消费者发出了仍欠 10,000 美元的欠缴通知。但原始票据将银行的追索权限制在 50,000 美元或更高金额。由于没有得到任何回应，银行向法院提出 10,000 美元的补绌裁决。当银行启动执行程序来领取这 10,000 美元时，被告进行了辩护，称该行的追索权仅限于 50,000 美元或更高。因此，10,000 美元的裁决无效且无法执行。法院是否会允许强制执行 10,000 美元的补绌裁决？",是，法院将强制执行该裁决，因为原始票据中的限制是可撤销的，原因在于抵押人违反了抵押条款。,是，法院将强制执行该裁决，因为只需事先通知抵押人就可无视原始票据中的限制。,否，法院将阻止作出补绌裁决，因为限制条款仍然可执行，并得到了通常反对补绌裁决的公共政策的支持。,否，该裁决不会被强制执行，因为美国高等法院已经宣布补绌裁决违宪。,C,professional_law
299,以下哪种进化因子最符合导致种群在世代过程中更适应环境？,突变,非随机交配,基因流,自然选择,D,high_school_biology
257,一名 72 岁男性因有 7 个月腿部无力和眼睛干涩、口干史来医生处就诊。在过去 4 个月中，他体重减轻了 10.4 公斤（23 磅），但食欲没有改变。他每天吸烟一包半，已有 50 年历史。他每天饮酒 4 盎司。他患有消化性溃疡病和肺气肿。药物包括西咪替丁、茶碱和低剂量泼尼松。检查显示轻度上睑下垂。他有桶状胸。呼吸音远。下肢近端肌肉力量中等无力。反射缺失。他很难从椅子上站起来。感觉检查未见异常。X 光检查显示胸部过度充气和右肺门处 3 x 4 厘米的肿块。那么，他的神经学表现最可能是由于涉及下列哪项病变？,肌肉膜,副交感神经系统,周围神经,突触前神经肌肉连接处,D,professional_medicine
123,"本问题涉及以下信息。
以下内容节选自一本小册子。
你要替我主持公道，记住，我一向坚决支持每个人有发表自己意见的权利，不管这种意见与我的意见有多么不同。凡是否认别人有这种权利的人，会使他自己成为现有意见的奴隶，因为他自己排除了改变意见的权利。
对付各种错误最强大的武器是理性。我从来没有使用过其他的武器，我相信我永远也不会使用。
现在法国已经完全废除了整个国家的教士制度，废除了与强制性的宗教制度和强制性的信条有关的一切，这种情况不仅促使我产生了这样的意图，而且使我非常有必要进行这样的工作，以免我们在迷信、虚假的政府制度和虚假的神学的普遍毁灭中，失去了道德、人性和真正的神学。
我只相信一个上帝，没有别的；我希望今生幸福。
我相信人的平等；我相信宗教的责任在于公正、仁爱和努力使我们的同胞幸福。
我不相信犹太教会、罗马教会、希腊教会、土耳其教会、新教教会，以及我所知道的任何教会所宣称的信条。我自己的思想就是我自己的教堂。
在我看来，所有国家的教会机构，无论是犹太教的、基督教的还是土耳其的，都只不过是人类的发明，它们的建立是为了恐吓和奴役人类，垄断权力和利益。
我发表这一声明，并不是要谴责那些持不同观点的人；他们和我一样有信仰的权利。
——托马斯·潘恩，《理性时代》，1794-1795 年
潘恩在最后一句中批评迫害的陈述，最有可能受到以下哪一项的影响？",洛克和卢梭提出的法律公平和个人权利的新概念,欧洲人通过贸易和旅行对丰富的文化多样性有了更深入的了解,以牛顿数学定律的发现为基础的确定性机械宇宙的新概念,挑战罗马天主教会对真理的垄断,B,high_school_european_history
149,行星环是如何形成的？,小卫星因受到撞击而解体,行星因受到撞击而喷射出的碎片,从经过的彗星中逃逸出的尘埃颗粒,行星形成时在太阳星云内部堆积形成,A,astronomy
504,警方怀疑一名女子买卖被盗的信用卡。一名便衣警察敲开了这名女子的家门，告诉她他愿意付钱购买可用的信用卡。当这名女子问他是否是警察时，这名警察回答说 “不是”，并向她说出一个假名字，还说：“你可以打电话给 Harvey，他会为我作证的。”女子让他进入她家。在她离开房间给 Harvey 打电话后，从桌子上拿起一些文件，在下面发现了三张写着不同名字的信用卡。他没收了这些卡，当这名女子返回时，他将她逮捕。该女子以其根据《第四修正案》享有的权利受到侵犯为由，请求排除没收的证据。法院是否应批准该排除请求？,否，因为很明显，这些卡是偷来的。,否，因为女子会料到存在警察明摆着会扣押物品的风险。,是，因为当警察拿起文件时，女子的权利受到了侵犯。,是，因为当警察以欺骗手段进入现场时，女子的权利受到了侵犯。,C,professional_law
25,喜剧演员弗利普·威尔逊在上世纪 70 年代的电视节目中扮演的女性角色叫什么名字？,杰基小姐,伊丽莎白·桑福德,杰拉尔丁·琼斯,格拉迪·斯奈特,C,miscellaneous
